[MCMC_samples]
report.type: MCMC_samples
mcmc_samples:
catchability[CPUEq].q process[BHrecruitment].r0 selectivity[FishingSel].a50 selectivity[FishingSel].ato95
7.63204e-05 518423 8.18028 3.09877
9.57735e-05 449003 8.57607 2.88129
0.000129721 400825 8.73495 2.79003
9.87888e-05 431228 8.10698 3.16708
4.62065e-05 862980 7.99765 2.43435
5.64061e-05 637624 8.21483 2.71357
2.98173e-05 1.16382e+06 8.07898 2.94469
3.5216e-05 1.09383e+06 8.46366 4.04661
3.28885e-05 1.13879e+06 7.97344 2.87552
0.000141462 354549 8.84398 3.6219
0.00014699 337176 8.98136 3.36283
0.000137439 334236 9.0832 3.66783
0.00012947 346761 8.31771 3.49413
0.00010735 388688 8.53471 3.8028
0.000111659 379778 8.4427 3.7146
0.000110161 404593 8.25586 2.95171
6.86623e-05 578500 7.84806 2.65304
9.92439e-05 463555 8.24359 3.1637
0.000146949 334213 8.53546 3.54362
0.000165769 309768 8.95318 3.44773
0.000183129 276968 9.10111 3.43559
0.000177487 287209 9.35734 3.81945
0.000223615 264765 8.88091 3.54771
0.0001816 296972 9.17656 3.86739
0.000218988 279929 9.92097 3.74312
0.000179171 267355 8.51279 3.22006
0.000152459 337756 8.64334 3.1507
0.000152315 320049 8.55851 3.33077
0.000143 346862 8.81795 4.16336
8.37205e-05 535722 8.62475 3.63437
9.12711e-05 470665 8.68979 3.69943
0.000119961 365845 8.47143 2.87617
0.000144731 348347 8.76443 3.87327
0.000107175 404450 8.53188 3.99841
8.94359e-05 483203 8.48496 3.26167
0.000125178 356325 8.26443 3.25494
0.000145396 326799 9.06922 3.54439
0.00015802 274576 8.31328 2.71182
0.000167632 309888 9.18229 3.98549
0.000147782 293442 8.50433 3.07383
0.000166477 262129 8.35969 2.95365
8.23164e-05 569238 8.67414 3.08732
4.49156e-05 750239 7.80972 2.25338
8.30386e-05 502909 8.01912 3.14022
0.00014129 341843 8.75653 3.78133
6.68686e-05 614886 7.84992 2.88922
7.72148e-05 565975 8.76922 3.42309
0.000120603 387510 8.693 3.38744
0.000125425 319809 7.56884 2.3992
0.000106456 356098 8.14199 3.00642
4.84374e-05 743553 7.77714 2.70653
7.65272e-05 516455 8.40988 4.30561
5.27413e-05 769311 9.09731 4.17395
0.000130865 337293 8.04214 2.9805
0.000118112 393370 9.53261 4.28878
0.000151271 314073 8.80572 3.38498
0.000171989 260294 8.46655 3.68187
0.000156112 308225 8.49272 3.46216
5.28843e-05 725580 8.11493 3.48832
0.000130175 363950 9.09847 3.57631
0.000176078 282863 8.76699 3.60881
6.75333e-05 575508 8.27127 3.35959
8.10584e-05 561851 9.02858 3.73204
0.000108691 378231 8.33983 3.09408
0.000128562 377048 8.5709 3.33415
4.00266e-05 1.02231e+06 8.87666 3.71063
0.000178932 272019 9.03669 3.65855
0.000157618 320788 8.83247 3.29386
0.000168509 318088 9.09721 3.63945
8.81443e-05 476500 9.25077 4.26479
0.000166056 293638 8.54202 3.5883
7.31863e-05 621291 8.83743 3.80095
0.000153357 305369 8.54976 2.9184
0.000227616 239723 9.19243 4.11032
0.000221836 266884 9.37644 3.47375
0.000226362 269833 9.75382 4.66315
0.000212543 270441 8.61542 3.05981
0.000235169 245853 9.42912 4.0489
0.000189088 275934 9.13803 3.77055
0.000174754 289072 8.67672 3.27553
0.000103213 416515 8.15522 2.57819
7.82595e-05 522781 8.35237 2.89441
7.06227e-05 551106 8.03726 2.8833
7.12164e-05 608144 9.24853 4.03281
0.000128177 366506 8.953 3.15168
5.92289e-05 727129 8.41141 3.33741
5.43585e-05 699795 8.51305 3.1982
8.78928e-05 461907 7.9902 2.57549
8.97813e-05 482729 8.84903 3.32779
0.000139861 330604 9.04457 3.83849
8.40292e-05 516941 8.56023 3.09148
0.000139554 345099 8.83302 3.47417
0.000152037 338530 9.56842 4.17297
0.00017943 300295 9.80275 4.17742
0.000113831 369522 8.66577 3.29251
0.000130174 381803 8.74523 3.51365
0.000155257 285457 9.19027 3.54003
0.000160949 274630 8.01439 2.68563
0.000181336 286980 8.90601 3.56169
0.000222496 259661 9.05993 3.5117
0.000216875 273905 9.04623 3.93577
0.000168666 286240 9.07433 3.95008
0.000123863 351005 8.28423 2.65984
0.000143783 341316 9.53922 4.17056
8.07689e-05 463480 7.81745 2.83273
9.6632e-05 426242 8.43413 3.18471
0.000196161 248954 9.23464 3.76933
0.000209658 241992 8.56245 3.4035
0.000167536 321490 8.77135 3.33524
0.000108826 394964 8.88872 3.30561
4.20875e-05 864331 7.58715 2.67755
8.28088e-05 520836 8.63666 3.57423
0.000142494 313961 8.43686 2.83026
0.000119255 378305 8.83778 4.03305
6.30171e-05 582243 8.14491 2.80248
0.000174422 301066 9.07664 4.01468
0.000130798 360209 9.03398 3.35549
4.5683e-05 845435 8.62752 3.21709
0.000107713 387028 8.76597 3.47011
0.000112764 339083 7.83168 2.85698
0.000158643 297034 8.77436 3.68218
0.000128694 343517 8.09708 2.78433
0.00014319 306462 7.68842 2.34031
9.17477e-05 385722 8.09326 2.68767
0.000112001 396893 8.98432 3.36538
9.46505e-05 470912 8.54458 3.68844
0.00012284 410834 9.23744 4.34405
0.000184286 270071 8.33881 2.92658
0.000141974 330093 8.53962 2.74878
6.45934e-05 648081 8.1663 3.45343
6.23553e-05 691152 8.72094 3.2931
0.00013314 334371 8.08039 2.65077
8.3465e-05 460788 9.04018 3.76364
7.85435e-05 578759 8.60572 2.92394
0.00010777 446562 9.55385 3.97677
6.34386e-05 613521 8.54489 3.38546
0.0001413 332891 8.47693 2.86482
7.0817e-05 601174 8.47179 3.39489
0.000107837 435727 8.56032 2.43099
9.75703e-05 448149 7.94744 2.71171
0.000144955 328738 8.11252 2.46597
9.31016e-05 439942 8.17915 3.14634
7.92619e-05 578634 8.9942 4.16471
0.000106937 392167 7.82765 2.62806
0.00015755 286265 8.73026 4.27696
0.000147606 343469 9.24868 3.84242
0.000164082 301667 9.26675 4.08556
0.000158703 311810 8.62504 2.82855
0.000138498 320959 8.25452 3.08995
0.000131268 365707 8.99381 3.77072
0.000121277 361428 8.99576 4.36971
0.000119649 379790 8.52269 3.09369
0.000156387 314174 9.02825 3.76815
4.84923e-05 698827 7.57338 3.25581
0.000100833 385437 7.37728 2.44356
0.000104384 402804 8.13996 2.40985
8.034e-05 519656 8.31023 3.16514
0.000114814 377172 8.95116 3.60131
0.000129079 340311 8.00878 2.28038
0.000157409 356466 9.58795 4.12976
0.000147847 336473 9.04547 3.71851
4.04723e-05 1.00422e+06 7.87192 2.65481
8.95531e-05 478508 8.32602 3.06229
9.75099e-05 470991 8.74029 3.14277
4.83977e-05 837938 8.74261 3.31647
0.000126063 334230 8.39222 3.17419
0.000126223 315636 8.05653 3.23192
0.000138599 308989 8.43846 3.72277
0.000133853 344580 9.164 3.66184
0.000116982 363250 8.30157 2.9292
0.000129967 315849 8.61401 3.38635
7.4175e-05 523603 8.70463 3.58075
8.4074e-05 549768 8.54691 3.58875
8.2368e-05 467951 8.14148 3.1517
0.000160769 277150 8.08173 3.19375
0.000176733 305266 8.91651 3.80552
0.000171954 268705 8.46627 3.49551
6.83283e-05 555525 8.30653 2.82305
0.000149345 323815 8.38439 2.97936
0.000199492 282041 8.45323 3.4659
0.000165844 334003 9.26281 3.82306
0.000173748 262237 8.09436 3.02935
0.000172068 296967 8.56259 2.86965
0.000154524 293792 8.99114 4.00618
0.000104043 367231 8.28637 2.78471
9.08986e-05 472618 8.39195 3.0223
0.000151422 290161 8.1365 2.97069
6.11258e-05 612297 7.63558 2.45546
0.000110315 359238 8.69413 3.62773
3.94322e-05 972949 8.64714 3.72324
7.82854e-05 569535 8.57308 3.2624
0.00010965 429992 8.2098 2.68403
0.000145085 302484 8.23514 2.94768
5.15571e-05 893051 9.59309 3.95301
0.000125203 359235 8.29031 3.37659
6.35863e-05 608478 8.66339 3.55498
0.000113046 344547 8.04856 3.03319
0.000110216 448148 8.80245 3.87265
9.78233e-05 393251 9.33191 4.87587
6.73661e-05 602607 8.22746 2.92131
7.77979e-05 546414 8.46639 3.31908
6.8897e-05 542556 8.13374 2.71723
9.00751e-05 493659 9.05904 4.64795
0.000158481 300845 7.7017 2.46414
0.000150646 359531 10.0258 4.29722
0.00012102 424708 9.4439 3.72517
9.07284e-05 490165 8.79286 3.24938
0.000104875 435521 8.24873 2.623
9.08824e-05 440944 8.21507 2.99667
0.000120411 418983 8.91287 3.22991
6.02208e-05 654490 8.14684 2.86601
9.72769e-05 510448 9.0111 3.1045
0.000158035 277723 8.70641 3.48075
0.000120075 371930 8.17405 2.39325
6.75683e-05 550111 8.44074 2.89887
8.39842e-05 536701 8.93655 3.7791
0.000121661 340841 8.48583 3.51771
0.000106907 395184 8.84389 4.12081
6.08818e-05 684473 8.52695 3.50556
0.00013797 322253 8.84201 4.09935
0.000115935 383042 8.92701 3.94325
9.53902e-05 417721 8.12587 3.01531
0.00012318 437584 8.85837 3.56373
0.000114622 416957 9.16131 3.68123
0.000101292 457112 9.00994 4.04567
8.6587e-05 464302 8.66388 3.243
0.000110185 364214 7.89069 3.14616
9.92248e-05 403750 8.8153 3.8127
6.21881e-05 615590 8.19293 3.38414
0.000115283 384708 8.77861 3.42198
0.000112994 391308 8.69902 3.28166
0.000129705 331606 8.88713 3.55946
0.00018331 256643 8.63392 3.68746
0.000154876 330423 9.17665 4.6125
0.000103949 446642 8.46603 3.03314
0.000102818 404880 8.21723 3.10953
0.000114155 377819 8.1906 3.12783
0.000128053 344238 8.50734 2.77946
0.00015551 319605 8.20885 2.44991
0.000110295 375610 8.73603 3.48453
0.000130048 353878 8.64219 3.54995
0.000147793 318000 8.29766 3.07097
0.000106488 408726 8.56111 3.1722
9.87184e-05 395238 8.67516 3.48675
0.000139096 315394 8.01353 2.77138
0.000115518 409331 9.08929 4.32955
0.000117544 353603 8.38764 3.32893
0.000142541 322852 8.38316 2.62442
0.000129635 350289 8.40133 2.69544
0.000175316 306355 8.51739 3.46271
0.000160343 266823 8.35759 4.2282
0.000111592 377815 8.15389 3.55597
0.000128003 374081 8.69192 3.47975
0.000119195 380271 8.39217 3.6162
0.000125596 335806 8.34059 3.60301
0.0001128 381805 7.98294 3.18069
0.00015012 289942 8.83399 3.71064
6.82758e-05 629250 8.18946 2.78095
0.000100695 420320 8.43731 3.24098
0.000136601 309546 8.93846 4.17379
4.20329e-05 818435 7.62302 2.01531
8.80145e-05 475800 8.30061 2.94813
0.000101907 462876 9.14814 3.80998
0.000118595 362998 7.77555 3.50868
0.000159536 331310 9.13021 3.7087
0.000130817 351378 9.00554 3.7492
0.000104771 391130 7.96764 3.1762
0.000117551 384130 8.62037 3.53851
8.63351e-05 486014 8.53107 4.19248
0.000125872 347953 8.93413 4.09043
7.99538e-05 470020 8.24408 2.97615
6.72449e-05 599356 8.52146 3.52991
0.000116708 370102 8.3898 2.89537
6.5181e-05 635350 8.61079 3.33639
0.000147037 309780 9.2977 4.67566
6.12086e-05 634438 8.41837 2.8659
8.7683e-05 465779 8.90124 4.10617
0.00014244 342438 9.0436 4.05416
7.14678e-05 505949 7.82216 2.99582
3.95093e-05 869102 8.16474 3.22589
0.000127485 362264 8.57366 3.25253
0.000110611 359006 8.52865 3.19671
9.8743e-05 481419 8.62424 3.6472
0.000130707 322424 8.04965 2.9912
0.000139745 317294 8.88093 3.27586
5.5021e-05 674162 8.34177 3.29285
0.000109385 407738 8.8976 3.50654
0.000162015 289547 8.25221 3.13475
0.000158714 270460 7.92404 2.67492
0.000216239 233359 8.3915 3.57423
0.000192192 254822 8.86016 2.69559
0.000209994 249423 9.47935 3.98353
0.000203595 282671 9.80053 4.57621
0.000177912 290831 8.90808 4.13881
0.000165556 291387 8.89327 3.28235
0.000111888 441898 8.98662 3.46843
0.000124906 328405 8.82198 3.92323
0.000110298 390103 8.64544 3.16896
0.000145309 337127 8.51453 2.56624
0.000105357 418595 8.84548 4.17774
0.000143569 323312 8.27642 3.44763
0.00017069 310019 8.68632 3.04021
0.000133612 366225 8.88476 3.67581
0.000127544 357369 8.7187 3.23049
8.63552e-05 522423 8.92455 3.50098
0.000151573 348233 8.94154 3.50224
0.000125334 342689 8.47576 3.27065
0.000154069 300018 8.52718 3.56802
0.000157612 327087 9.57903 4.15753
4.981e-05 824710 8.56412 3.16687
0.000127814 372852 8.83611 3.11024
0.000161206 287824 8.59213 3.03029
0.000158904 339330 9.71156 4.0347
0.000156356 295887 8.56078 3.59972
0.000197829 268030 8.99901 3.31784
0.00014148 313225 8.5975 3.46051
0.000158832 290856 8.25636 3.37549
0.000140868 335452 8.48979 3.47778
7.61695e-05 517232 8.3609 3.77649
0.000157875 279795 8.66209 3.62031
0.000164721 305392 9.17545 3.73639
0.000139802 356163 9.21883 4.12628
0.00011988 355122 8.97308 3.34242
0.000164904 309003 9.57033 4.17819
0.00019989 278200 8.83618 3.71899
0.000150468 301539 8.5839 3.95025
7.5231e-05 508861 8.30035 3.25784
9.41146e-05 467284 8.90294 3.85426
5.1166e-05 837406 9.15169 3.64097
0.000146804 313014 8.1966 2.57685
0.000102911 423429 8.47332 3.09225
8.69517e-05 460842 8.81023 3.75702
0.000112083 356400 7.782 2.46846
0.00012784 398233 9.25705 3.61866
0.000142394 355910 9.17079 3.47042
8.39512e-05 499108 8.31905 2.97502
9.1089e-05 549885 10.0506 4.54418
0.000175602 302220 9.57775 4.09533
0.00013995 329449 8.41268 3.19684
0.000124432 382732 8.66177 3.4291
0.000152981 309328 8.79762 3.19191
0.000159551 278991 8.30794 3.45437
0.000153892 345272 8.80887 3.47026
0.000137836 316210 8.22578 2.94342
7.9137e-05 457786 7.85204 2.68355
0.000116628 386035 8.70514 2.88727
8.23347e-05 479172 7.85934 2.27737
9.93432e-05 447599 8.63023 3.03606
0.000128475 327112 8.32377 3.12809
7.30595e-05 551988 8.32034 3.37689
0.000146207 310580 8.74446 3.45891
0.000115627 396097 8.53323 3.52608
0.00010518 430367 8.54458 2.93068
0.000178406 267503 9.04546 3.91612
8.58913e-05 503603 8.66285 3.49505
8.35804e-05 551321 9.23667 4.19758
9.83664e-05 445922 8.75945 3.881
0.000150368 291987 8.12247 2.80813
0.000183701 263310 8.51821 3.39418
0.000189713 267565 9.39351 4.24282
0.000206883 249896 9.17153 3.73867
0.000234808 247840 9.12196 3.89549
0.000224366 255789 9.08179 3.5551
0.000216067 235373 8.42622 3.26608
0.000172781 256180 8.50714 3.08853
0.000199052 250099 8.16515 3.04121
7.96041e-05 451258 8.04178 2.68055
0.000109426 372552 7.88882 2.34335
7.60078e-05 507039 7.81755 2.79042
0.000120105 381557 8.69421 3.46051
9.41453e-05 453609 8.292 3.43985
0.000126629 350987 8.28115 4.01303
0.000170474 306072 8.96739 3.39982
0.000151535 333136 9.46177 3.80588
0.000168919 264509 8.02478 2.95825
0.000201447 259775 9.31897 4.57057
0.00017149 299953 8.92033 2.95757
0.000165682 288785 8.22547 2.55329
0.000201718 272824 9.44252 3.92146
0.000132428 344948 8.58184 3.35813
0.000121028 374278 9.02148 2.98345
6.11996e-05 624739 8.06108 2.47332
6.33076e-05 618399 8.37653 2.90302
0.000169552 293281 8.83972 3.31998
0.000107312 407843 8.19029 2.69211
0.000162835 311689 9.11112 4.03061
0.000129473 363057 8.65198 3.98218
0.000130536 310539 7.90832 2.40831
0.000100432 442463 8.88671 4.08636
8.96494e-05 490042 9.1357 3.81002
4.22345e-05 891989 8.24013 2.87091
9.2816e-05 431180 8.75837 3.41361
7.92555e-05 529738 8.63708 3.72886
0.000140218 365769 8.99789 3.42522
0.000155267 278420 8.42064 3.69158
0.000131118 364369 8.98163 3.3916
0.000127315 368694 8.60781 2.82321
0.000115855 346900 8.36136 2.72493
0.000129332 338032 8.68737 3.10721
0.000166395 325115 9.81531 3.83084
0.000144625 340802 8.39409 2.94786
9.97636e-05 442634 8.45146 3.19743
8.77934e-05 504427 8.92003 3.81066
0.000133869 340445 8.9737 4.93299
8.33019e-05 522509 8.95301 3.74138
0.000131782 365505 9.06675 3.9284
9.28519e-05 429082 8.37016 3.06798
0.00010987 351510 7.63255 2.28141
0.000103635 365117 7.8518 3.11427
0.000124249 365587 8.3617 3.17584
0.000137568 337639 8.49331 3.20136
0.000108807 431129 8.54996 3.22706
9.02765e-05 539456 8.6283 3.58483
0.000118589 380580 8.51099 3.53168
5.54922e-05 693607 8.27405 2.91627
