[MCMC_objectives]
report.type: MCMC_objectives
Original covariance matrix:
1.16837e-09 -2.13186 8.24457e-06 6.38904e-06
-2.13186 4.28776e+09 -12428.3 -11631.5
8.24457e-06 -12428.3 0.131091 0.0662034
6.38904e-06 -11631.5 0.0662034 0.0890384
Proposal distribution covariance matrix:
1e-10 -0.589329 2.412e-06 1.86915e-06
-0.623688 4.28776e+09 -12428.3 -11631.5
2.412e-06 -12428.3 0.131091 0.0662034
1.86915e-06 -11631.5 0.0662034 0.0890384
Cholesky decomposition matrix:
1e-05 0 0 0
-62368.9 19947.2 0 0
0.2412 0.131102 0.236063 0
0.186915 0.00131524 0.0887348 0.215001
MCMC objective function values:
iteration score penalty prior likelihood acceptance_rate acceptance_rate_since_adapt stepsize
23000 281.19 0 0 281.19 0.286696 0.503333 0.438415
24000 279.399 0 0 280.418 0.292292 0.48275 0.438415
25000 284.251 0 0 287.985 0.2994 0.4802 0.438415
26000 283.445 0 0 297.314 0.305231 0.475333 0.438415
27000 280.433 0 0 283.343 0.315296 0.489857 0.438415
28000 281.123 0 0 281.123 0.322357 0.49275 0.438415
29000 280.731 0 0 326.824 0.328966 0.495111 0.438415
30000 280.43 0 0 323.184 0.331433 0.4859 0.438415
31000 280.934 0 0 289.664 0.330161 0.292 0.532565
32000 280.232 0 0 282.856 0.328937 0.2915 0.532565
33000 282.327 0 0 282.327 0.331061 0.327333 0.532565
34000 283.772 0 0 283.772 0.335324 0.3645 0.532565
35000 279.648 0 0 282.934 0.338029 0.3776 0.532565
36000 281.94 0 0 285.773 0.340361 0.385 0.532565
37000 280.565 0 0 283.219 0.341514 0.384714 0.532565
38000 282.2 0 0 399.494 0.338658 0.36575 0.532565
39000 283.148 0 0 294.807 0.335744 0.350111 0.532565
40000 281.919 0 0 284.83 0.333775 0.3408 0.532565
41000 279.938 0 0 279.938 0.33339 0.318 0.453745
42000 281.313 0 0 282.783 0.337167 0.405 0.453745
43000 281.29 0 0 281.29 0.34107 0.438333 0.453745
44000 282.35 0 0 282.35 0.344364 0.45025 0.453745
45000 279.567 0 0 280.272 0.346267 0.4462 0.453745
46000 281.124 0 0 281.124 0.349391 0.4535 0.453745
47000 282.217 0 0 282.217 0.352085 0.456714 0.453745
48000 280.056 0 0 282.055 0.354604 0.45875 0.453745
49000 280.562 0 0 286.117 0.355102 0.449889 0.453745
50000 282.482 0 0 282.482 0.35452 0.4375 0.453745
51000 281.842 0 0 328.462 0.353059 0.28 0.496284
52000 285.087 0 0 285.087 0.351058 0.2645 0.496284
53000 282.998 0 0 284.619 0.348792 0.253333 0.496284
54000 283.994 0 0 289.71 0.34737 0.258 0.496284
55000 281.517 0 0 281.517 0.346982 0.2716 0.496284
56000 281.021 0 0 281.021 0.346161 0.2765 0.496284
57000 280.018 0 0 382.955 0.345842 0.283857 0.496284
58000 280.263 0 0 282.355 0.345638 0.290125 0.496284
59000 280.868 0 0 280.868 0.347322 0.307333 0.496284
60000 279.896 0 0 281.77 0.349983 0.3273 0.496284
61000 280.917 0 0 303.498 0.351393 0.436 0.406084
62000 279.955 0 0 287.027 0.351661 0.402 0.406084
63000 280.439 0 0 280.439 0.354905 0.453333 0.406084
64000 282.412 0 0 282.412 0.357797 0.475 0.406084
65000 282.041 0 0 288.503 0.361077 0.4942 0.406084
66000 282.445 0 0 282.709 0.364288 0.507333 0.406084
67000 280.254 0 0 281.254 0.368164 0.524 0.406084
68000 280.213 0 0 280.213 0.369118 0.512625 0.406084
69000 282.603 0 0 282.603 0.371203 0.512667 0.406084
70000 282.929 0 0 282.929 0.372686 0.5089 0.406084
71000 280.654 0 0 281.47 0.37462 0.51 0.516641
72000 282.606 0 0 310.653 0.376222 0.5 0.516641
73000 280.623 0 0 280.832 0.378123 0.505 0.516641
74000 279.643 0 0 279.643 0.379405 0.497 0.516641
75000 279.838 0 0 279.838 0.380013 0.4826 0.516641
76000 281.883 0 0 292.18 0.380487 0.4715 0.516641
77000 283.82 0 0 283.82 0.382221 0.477571 0.516641
78000 280.06 0 0 281.818 0.383308 0.47625 0.516641
79000 279.645 0 0 279.645 0.384886 0.479778 0.516641
80000 282.864 0 0 297.387 0.38405 0.4636 0.516641
81000 280.617 0 0 286.633 0.382605 0.267 0.598787
82000 280.174 0 0 296.425 0.381159 0.2655 0.598787
83000 284.078 0 0 284.078 0.380446 0.284333 0.598787
84000 280.251 0 0 283.813 0.380131 0.30175 0.598787
85000 281.887 0 0 282.67 0.379612 0.3086 0.598787
86000 282.733 0 0 288.279 0.380442 0.332333 0.598787
87000 281.285 0 0 281.285 0.380299 0.337429 0.598787
88000 284.637 0 0 284.637 0.38067 0.346875 0.598787
89000 281.878 0 0 281.878 0.381213 0.356 0.598787
90000 281.052 0 0 413.665 0.380644 0.3534 0.598787
91000 280.369 0 0 283.046 0.379879 0.311 0.529028
92000 281.252 0 0 283.139 0.38062 0.3795 0.529028
93000 279.643 0 0 295.801 0.380194 0.366667 0.529028
94000 280.952 0 0 287.203 0.380606 0.37975 0.529028
95000 279.922 0 0 279.922 0.381516 0.3972 0.529028
96000 282.555 0 0 282.555 0.382021 0.402667 0.529028
97000 280.058 0 0 281.909 0.383082 0.414429 0.529028
98000 280.973 0 0 284.621 0.383276 0.412875 0.529028
99000 280.308 0 0 282.918 0.384232 0.420111 0.529028
100000 280.322 0 0 407.385 0.38555 0.4297 0.529028
101000 280.264 0 0 281.071 0.385515 0.382 0.568309
102000 281.298 0 0 281.298 0.385931 0.405 0.568309
103000 281.583 0 0 299.18 0.386709 0.425333 0.568309
104000 280.06 0 0 280.408 0.387135 0.42675 0.568309
105000 283.551 0 0 283.551 0.387781 0.4324 0.568309
106000 282.281 0 0 282.281 0.387943 0.427833 0.568309
107000 281.223 0 0 281.223 0.388374 0.428714 0.568309
108000 280.578 0 0 280.578 0.387787 0.41575 0.568309
109000 282.717 0 0 285.31 0.386844 0.401222 0.568309
110000 285.688 0 0 291.27 0.385227 0.382 0.568309
111000 283.48 0 0 283.48 0.383495 0.364818 0.568309
112000 280.59 0 0 280.59 0.382723 0.359167 0.568309
113000 279.875 0 0 279.875 0.382035 0.355 0.568309
114000 281.366 0 0 282.66 0.381807 0.355071 0.568309
115000 281.209 0 0 305.833 0.382278 0.360467 0.568309
116000 281.788 0 0 343.876 0.383147 0.368125 0.568309
117000 281.291 0 0 281.291 0.383274 0.369882 0.568309
118000 280.031 0 0 280.031 0.382992 0.368778 0.568309
119000 282.371 0 0 291.67 0.383588 0.373263 0.568309
120000 283.57 0 0 283.57 0.384467 0.37905 0.568309
121000 281.671 0 0 284.728 0.384752 0.380952 0.568309
122000 279.758 0 0 280.893 0.385082 0.382955 0.568309
123000 280.737 0 0 281.319 0.384797 0.381522 0.568309
124000 281.704 0 0 287.627 0.384298 0.379083 0.568309
125000 280.974 0 0 280.974 0.383624 0.37592 0.568309
126000 279.912 0 0 282.14 0.384119 0.378615 0.568309
127000 281.04 0 0 283.868 0.38348 0.375815 0.568309
128000 280.55 0 0 281.833 0.382469 0.371464 0.568309
129000 281.129 0 0 286.422 0.382124 0.37031 0.568309
130000 282.035 0 0 282.035 0.382969 0.374367 0.568309
131000 280.641 0 0 285.108 0.383626 0.377419 0.568309
132000 280.993 0 0 281.121 0.383712 0.377969 0.568309
133000 280.283 0 0 280.283 0.383887 0.378848 0.568309
134000 281.202 0 0 282.502 0.383963 0.379294 0.568309
135000 281.342 0 0 291.127 0.383585 0.377971 0.568309
136000 281.747 0 0 302.031 0.38411 0.380111 0.568309
137000 280.843 0 0 280.843 0.383737 0.378838 0.568309
138000 281.013 0 0 281.988 0.383587 0.378421 0.568309
139000 280.212 0 0 287.383 0.382863 0.375974 0.568309
140000 280.771 0 0 282.933 0.382093 0.37345 0.568309
141000 281.024 0 0 285.565 0.381652 0.372146 0.568309
142000 280.983 0 0 285.469 0.381993 0.373524 0.568309
143000 282.206 0 0 282.206 0.38258 0.375674 0.568309
144000 282.621 0 0 282.621 0.383229 0.377955 0.568309
145000 281.172 0 0 281.172 0.384207 0.381222 0.568309
146000 279.383 0 0 279.383 0.384288 0.381543 0.568309
147000 279.953 0 0 281.094 0.385129 0.384234 0.568309
148000 284.148 0 0 290.645 0.385405 0.385104 0.568309
149000 284.537 0 0 288.167 0.384443 0.382184 0.568309
150000 283.639 0 0 283.639 0.3833 0.3788 0.568309
151000 283.286 0 0 283.286 0.382457 0.376392 0.568309
152000 282.422 0 0 282.422 0.382711 0.37725 0.568309
153000 280.308 0 0 294.016 0.383222 0.37883 0.568309
154000 281.199 0 0 284.791 0.383656 0.380148 0.568309
155000 280.848 0 0 302.331 0.383542 0.379891 0.568309
156000 281.852 0 0 292.741 0.382769 0.377804 0.568309
157000 283.374 0 0 315.943 0.381917 0.375544 0.568309
158000 282.772 0 0 282.772 0.381203 0.373707 0.568309
159000 279.717 0 0 279.717 0.38044 0.37178 0.568309
160000 280.007 0 0 281.656 0.380337 0.37165 0.568309
161000 279.616 0 0 309.1 0.380646 0.372607 0.568309
162000 282.711 0 0 284.113 0.379963 0.370952 0.568309
163000 282.327 0 0 284.757 0.379135 0.368952 0.568309
164000 281.684 0 0 283.845 0.378317 0.367016 0.568309
165000 281.193 0 0 284.338 0.377624 0.365431 0.568309
166000 280.459 0 0 280.459 0.377651 0.365682 0.568309
167000 283.395 0 0 283.395 0.37818 0.367179 0.568309
168000 280.908 0 0 282.756 0.378304 0.367647 0.568309
169000 280.605 0 0 285.947 0.377805 0.36658 0.568309
170000 283.172 0 0 285.502 0.3773 0.365514 0.568309
171000 282.098 0 0 285.567 0.376901 0.364718 0.568309
172000 282.413 0 0 286.084 0.37743 0.366153 0.568309
173000 279.786 0 0 285.889 0.377428 0.366301 0.568309
174000 280.449 8.18315e+10 0 734.681 0.376897 0.365203 0.568309
175000 279.549 0 0 280.202 0.376417 0.36424 0.568309
176000 284.169 0 0 284.169 0.376006 0.363447 0.568309
177000 280.765 0 0 280.765 0.375893 0.363351 0.568309
178000 286.465 0 0 286.465 0.376039 0.363846 0.568309
179000 279.59 0 0 282.63 0.375916 0.363722 0.568309
180000 280.639 0 0 309.404 0.37635 0.36485 0.568309
181000 280.13 0 0 280.13 0.376547 0.365432 0.568309
182000 279.949 2.98757e+10 0 679.814 0.375989 0.364329 0.568309
183000 281.744 0 0 281.744 0.37588 0.364229 0.568309
184000 279.77 0 0 285.094 0.376364 0.365429 0.568309
185000 281.206 0 0 315.443 0.376589 0.366047 0.568309
186000 286.644 0 0 287.311 0.376532 0.366047 0.568309
187000 282.908 0 0 297.12 0.375995 0.365011 0.568309
188000 285.072 0 0 296.633 0.375511 0.364102 0.568309
189000 279.754 0 0 327.496 0.375667 0.364562 0.568309
190000 280.188 0 0 280.188 0.375742 0.364844 0.568309
191000 279.478 0 0 280.565 0.375785 0.365055 0.568309
192000 279.964 0 0 282.799 0.375823 0.36525 0.568309
193000 282.581 0 0 289.698 0.376052 0.365839 0.568309
194000 282.131 0 0 285.567 0.376149 0.366149 0.568309
195000 281.126 0 0 288.218 0.375764 0.365463 0.568309
196000 282.687 0 0 282.687 0.375959 0.365969 0.568309
197000 280.393 0 0 320.104 0.376041 0.366237 0.568309
198000 279.762 0 0 286.96 0.375828 0.365908 0.568309
199000 280.473 0 0 283.285 0.375759 0.365869 0.568309
200000 284.556 0 0 287.073 0.375295 0.36504 0.568309
201000 282.964 1.61198e+09 0 544.139 0.37501 0.364574 0.568309
202000 279.358 0 0 280.719 0.375297 0.365245 0.568309
203000 283.511 0 0 283.511 0.375079 0.364913 0.568309
204000 283.447 0 0 283.447 0.375363 0.365567 0.568309
205000 281.239 0 0 282.243 0.3756 0.366124 0.568309
206000 280.484 0 0 287.227 0.375684 0.366377 0.568309
207000 282.287 0 0 282.287 0.375928 0.366935 0.568309
208000 282.16 0 0 288.662 0.376582 0.368278 0.568309
209000 280.072 0 0 280.072 0.376359 0.367927 0.568309
210000 281.4 0 0 281.4 0.376286 0.367864 0.568309
211000 283.191 0 0 283.191 0.376218 0.367811 0.568309
212000 281.726 0 0 282.44 0.376642 0.368688 0.568309
213000 283.779 0 0 283.779 0.37692 0.369283 0.568309
214000 284.221 0 0 284.221 0.376519 0.368596 0.568309
215000 281.938 0 0 284.373 0.376116 0.367913 0.568309
216000 283.081 0 0 283.081 0.375782 0.367362 0.568309
217000 279.8 0 0 281.095 0.37547 0.366855 0.568309
218000 280.442 0 0 284.931 0.375312 0.366636 0.568309
219000 279.848 0 0 286.175 0.375096 0.366311 0.568309
220000 282.435 0 0 282.435 0.374614 0.3655 0.568309
221000 281.042 0 0 281.042 0.374127 0.364686 0.568309
222000 280.925 0 0 286.622 0.373752 0.364082 0.568309
223000 280.959 0 0 280.959 0.373457 0.363626 0.568309
224000 280.412 0 0 280.412 0.373464 0.363718 0.568309
225000 280.005 0 0 282.108 0.373364 0.363616 0.568309
226000 279.883 0 0 279.883 0.373221 0.363437 0.568309
227000 280.446 0 0 280.446 0.37341 0.36385 0.568309
228000 280.964 0 0 312.282 0.373465 0.364023 0.568309
229000 283.512 0 0 286.046 0.374039 0.365116 0.568309
230000 283.839 0 0 332.709 0.374291 0.365631 0.568309
231000 283.801 7.09869e+10 0 642.435 0.373714 0.364679 0.568309
232000 281.35 0 0 285.274 0.373013 0.363515 0.568309
233000 282.293 0 0 560.423 0.372601 0.362865 0.568309
234000 286.671 0 0 288.482 0.373124 0.363851 0.568309
235000 281.853 0 0 281.853 0.373591 0.364733 0.568309
236000 284.546 0 0 294.426 0.373568 0.364757 0.568309
237000 282.269 0 0 284.554 0.374042 0.365642 0.568309
238000 282.857 0 0 282.857 0.374227 0.366022 0.568309
239000 281.924 0 0 284.837 0.373707 0.365187 0.568309
240000 281.349 0 0 337.467 0.373308 0.364564 0.568309
241000 279.939 0 0 306.515 0.373046 0.364177 0.568309
242000 283.603 0 0 283.603 0.373289 0.364655 0.568309
243000 282.845 0 0 287.206 0.373239 0.364629 0.568309
244000 281.885 2.33107e+11 0 1191.3 0.372689 0.363757 0.568309
245000 280.714 0 0 282.975 0.372233 0.363048 0.568309
246000 281.441 0 0 289.374 0.371907 0.362562 0.568309
247000 281.424 0 0 281.424 0.371644 0.362184 0.568309
248000 281.84 0 0 281.84 0.372085 0.362986 0.568309
249000 288.099 0 0 302.633 0.372293 0.363396 0.568309
250000 283.195 0 0 283.195 0.372476 0.36376 0.568309
251000 280.39 0 0 280.39 0.37292 0.364556 0.568309
252000 281.582 0 0 295.682 0.372897 0.364572 0.568309
253000 281.911 0 0 306.337 0.372542 0.364039 0.568309
254000 279.65 0 0 287.677 0.372323 0.363734 0.568309
255000 280.492 0 0 281.155 0.372639 0.36431 0.568309
256000 279.576 0 0 279.576 0.372586 0.364276 0.568309
257000 280.316 0 0 370.485 0.372144 0.363605 0.568309
258000 281.726 0 0 282.54 0.372112 0.363608 0.568309
259000 279.855 0 0 289.921 0.372313 0.363987 0.568309
260000 281.542 0 0 281.542 0.372585 0.364481 0.568309
261000 281.009 0 0 281.009 0.373038 0.365267 0.568309
262000 282.998 0 0 283.914 0.373431 0.365951 0.568309
263000 283.379 0 0 287.696 0.373776 0.366552 0.568309
264000 279.752 0 0 284.616 0.374087 0.367098 0.568309
265000 280.093 0 0 280.093 0.374242 0.367388 0.568309
266000 282.26 0 0 282.26 0.374474 0.367801 0.568309
267000 281.028 0 0 281.028 0.374727 0.368246 0.568309
268000 283.702 0 0 283.702 0.375086 0.368857 0.568309
269000 283.751 0 0 299.013 0.375491 0.369538 0.568309
270000 282.378 0 0 292.616 0.375674 0.369865 0.568309
271000 279.804 0 0 279.804 0.375963 0.370357 0.568309
272000 281.7 0 0 281.7 0.376199 0.370762 0.568309
273000 279.977 0 0 282.648 0.376227 0.370838 0.568309
274000 281.754 0 0 281.754 0.376212 0.370845 0.568309
275000 279.761 0 0 282.434 0.376124 0.370737 0.568309
276000 280.404 0 0 315.927 0.376185 0.370864 0.568309
277000 280.095 0 0 281.446 0.376105 0.370768 0.568309
278000 282.915 0 0 293.332 0.376399 0.371258 0.568309
279000 280.793 0 0 280.793 0.376194 0.370966 0.568309
280000 282.504 0 0 333.857 0.376129 0.370894 0.568309
281000 280.926 0 0 281.259 0.375776 0.370376 0.568309
282000 280.334 0 0 280.334 0.375291 0.369654 0.568309
283000 280.396 0 0 280.396 0.375385 0.369831 0.568309
284000 280.451 0 0 297.583 0.375634 0.370245 0.568309
285000 281.762 0 0 281.762 0.375905 0.370692 0.568309
286000 279.564 0 0 287.075 0.375888 0.370694 0.568309
287000 279.833 6.66089e+07 0 462.71 0.375721 0.370465 0.568309
288000 281.887 0 0 281.887 0.375451 0.37008 0.568309
289000 281.738 0 0 281.738 0.375356 0.369963 0.568309
290000 283.083 0 0 294.584 0.374993 0.369437 0.568309
291000 281.048 0 0 282.764 0.374481 0.368686 0.568309
292000 281.808 0 0 283.975 0.374065 0.368083 0.568309
293000 280.291 0 0 281.587 0.373693 0.367549 0.568309
294000 280.731 0 0 281.512 0.37334 0.367046 0.568309
295000 280.887 0 0 280.887 0.372976 0.366528 0.568309
296000 281.274 0 0 285.182 0.372963 0.366541 0.568309
297000 283.177 0 0 287.288 0.373354 0.367162 0.568309
298000 284.336 0 0 292.465 0.373604 0.367571 0.568309
299000 281.592 0 0 281.592 0.373749 0.367819 0.568309
300000 281.004 0 0 312.65 0.373613 0.367645 0.568309
301000 281.366 0 0 302.823 0.373256 0.367139 0.568309
302000 281.111 0 0 281.111 0.373288 0.367218 0.568309
303000 283.118 0 0 296.885 0.373432 0.367463 0.568309
304000 281.012 0 0 281.012 0.3735 0.367593 0.568309
305000 279.498 0 0 281.396 0.373577 0.367737 0.568309
306000 283.648 0 0 289.014 0.373605 0.367806 0.568309
307000 279.668 3.08904e+10 0 662.898 0.373534 0.367729 0.568309
308000 280.675 0 0 280.675 0.373419 0.367587 0.568309
309000 279.916 0 0 319.503 0.373489 0.367718 0.568309
310000 281.387 0 0 282.663 0.373184 0.367295 0.568309
311000 282.372 0 0 329.652 0.372791 0.366744 0.568309
312000 280.538 0 0 354.738 0.3725 0.366344 0.568309
313000 280.009 0 0 286.266 0.372291 0.366066 0.568309
314000 281.362 0 0 310.16 0.372274 0.36607 0.568309
315000 281.215 0 0 281.215 0.372276 0.366102 0.568309
316000 280.431 0 0 282.273 0.372222 0.366051 0.568309
317000 279.704 0 0 279.704 0.372467 0.366438 0.568309
318000 280.495 0 0 284.224 0.372594 0.366651 0.568309
319000 283.905 0 0 284.605 0.372799 0.366977 0.568309
320000 280.154 0 0 433.897 0.373072 0.3674 0.568309
321000 282.254 0 0 288.051 0.373486 0.368027 0.568309
322000 283.149 0 0 285.442 0.373755 0.368441 0.568309
323000 280.314 0 0 280.314 0.373969 0.368776 0.568309
324000 282.582 0 0 282.582 0.374238 0.369188 0.568309
325000 279.484 0 0 281.273 0.3746 0.369733 0.568309
326000 280.194 0 0 299.941 0.374868 0.370142 0.568309
327000 279.774 0 0 279.774 0.375061 0.370441 0.568309
328000 280.395 0 0 284.222 0.375256 0.370741 0.568309
329000 281.028 0 0 283.694 0.375374 0.37093 0.568309
330000 279.865 0 0 279.865 0.375321 0.370874 0.568309
331000 280.652 0 0 280.652 0.375562 0.371238 0.568309
332000 280.399 0 0 280.399 0.375883 0.371716 0.568309
333000 282.088 0 0 284.361 0.37624 0.372245 0.568309
334000 280.881 0 0 282.117 0.37618 0.372175 0.568309
335000 280.872 0 0 281.763 0.376278 0.372332 0.568309
336000 281.413 0 0 281.413 0.376696 0.372945 0.568309
337000 280.08 0 0 280.08 0.377062 0.373481 0.568309
338000 283.576 0 0 286.664 0.377225 0.373727 0.568309
339000 280.351 0 0 282.497 0.377428 0.374029 0.568309
340000 280.26 0 0 280.26 0.377276 0.373829 0.568309
341000 279.858 0 0 281.182 0.377232 0.37378 0.568309
342000 279.98 0 0 283.67 0.37745 0.374103 0.568309
343000 284.046 0 0 294.735 0.37756 0.374272 0.568309
344000 279.457 0 0 286.771 0.377462 0.374148 0.568309
345000 279.375 0 0 280.795 0.377287 0.373914 0.568309
346000 284.469 0 0 284.469 0.377457 0.374167 0.568309
347000 281.137 0 0 293.471 0.377406 0.374109 0.568309
348000 282.602 0 0 283.319 0.377241 0.373891 0.568309
349000 283.76 0 0 284.942 0.377467 0.374221 0.568309
350000 283.014 0 0 284.63 0.377654 0.374496 0.568309
351000 282.617 0 0 283.299 0.377732 0.374618 0.568309
352000 279.905 0 0 279.905 0.377665 0.374536 0.568309
353000 279.678 0 0 285.978 0.377646 0.374522 0.568309
354000 284.41 0 0 284.41 0.37796 0.374972 0.568309
355000 280.228 0 0 280.228 0.378028 0.375078 0.568309
356000 281.907 0 0 284.312 0.377938 0.374965 0.568309
357000 280.589 0 0 280.999 0.378042 0.375121 0.568309
358000 281.125 0 0 283.953 0.377939 0.374988 0.568309
359000 282.036 0 0 283.156 0.37793 0.374988 0.568309
360000 282.176 0 0 282.176 0.377883 0.374935 0.568309
361000 281.51 0 0 313.084 0.378144 0.375307 0.568309
362000 282.446 0 0 282.683 0.378196 0.375389 0.568309
363000 280.104 0 0 280.104 0.378455 0.375757 0.568309
364000 281.469 0 0 365.863 0.378736 0.376155 0.568309
365000 281.211 0 0 290.935 0.378685 0.376094 0.568309
366000 280.017 0 0 280.017 0.378514 0.375868 0.568309
367000 280.141 1.40461e+11 0 954.979 0.378305 0.375592 0.568309
368000 279.975 0 0 282.811 0.378082 0.375295 0.568309
369000 283.566 0 0 285.958 0.377805 0.374926 0.568309
370000 279.84 0 0 279.84 0.378019 0.37523 0.568309
371000 282.085 0 0 287.624 0.378113 0.375369 0.568309
372000 280.089 0 0 288.011 0.378274 0.375599 0.568309
373000 280.781 0 0 296.467 0.37826 0.37559 0.568309
374000 280.113 0 0 284.233 0.378035 0.375292 0.568309
375000 280.441 0 0 280.441 0.378056 0.375331 0.568309
376000 280.484 0 0 281.551 0.378242 0.375594 0.568309
377000 280.379 0 0 280.379 0.378095 0.375404 0.568309
378000 281.103 0 0 296.731 0.377868 0.375104 0.568309
379000 281.112 0 0 281.112 0.377533 0.374659 0.568309
380000 282.91 0 0 283.86 0.377203 0.374221 0.568309
381000 282.849 0 0 282.849 0.377008 0.373968 0.568309
382000 280.006 0 0 280.006 0.376809 0.373709 0.568309
383000 280.89 0 0 280.89 0.376671 0.373534 0.568309
384000 280.614 0 0 281.981 0.376727 0.37362 0.568309
385000 282.35 0 0 285.004 0.376906 0.373874 0.568309
386000 280.582 0 0 280.582 0.377117 0.374168 0.568309
387000 286.465 0 0 286.465 0.377295 0.374418 0.568309
388000 280.787 0 0 281.835 0.377397 0.374566 0.568309
389000 283.084 0 0 284.628 0.377506 0.374723 0.568309
390000 281.007 0 0 281.007 0.377831 0.375169 0.568309
391000 279.801 0 0 284.268 0.377831 0.375179 0.568309
392000 279.496 0 0 282.77 0.377842 0.375202 0.568309
393000 280.973 0 0 330.854 0.377957 0.375365 0.568309
394000 279.352 0 0 290.21 0.377967 0.375388 0.568309
395000 281.638 0 0 281.638 0.377992 0.375431 0.568309
396000 282.644 0 0 292.825 0.378215 0.375736 0.568309
397000 281.022 0 0 285.656 0.37838 0.375966 0.568309
398000 280.006 0 0 281.016 0.378148 0.375664 0.568309
399000 280.855 0 0 287.411 0.378055 0.375548 0.568309
400000 280.41 0 0 281.301 0.37788 0.375323 0.568309
401000 280.651 0 0 281.831 0.377601 0.37496 0.568309
402000 280.134 0 0 280.134 0.377761 0.375182 0.568309
403000 282.839 0 0 285.102 0.377921 0.375403 0.568309
404000 282.243 0 0 282.713 0.378198 0.37578 0.568309
405000 280.568 0 0 282.363 0.378407 0.376066 0.568309
406000 281.332 0 0 281.332 0.378515 0.376216 0.568309
407000 281.921 0 0 281.921 0.378572 0.3763 0.568309
408000 279.648 0 0 279.648 0.378456 0.376153 0.568309
409000 281.093 0 0 348.849 0.378421 0.376113 0.568309
410000 279.54 0 0 289.29 0.378441 0.376148 0.568309
411000 283.324 0 0 288.885 0.378097 0.375701 0.568309
412000 280.736 0 0 356.828 0.37783 0.375356 0.568309
413000 279.948 0 0 289.614 0.377668 0.37515 0.568309
414000 284.598 0 0 285.833 0.377686 0.375182 0.568309
415000 282.731 0 0 283.563 0.377949 0.375537 0.568309
416000 279.854 0 0 288.823 0.377986 0.375592 0.568309
417000 282.862 0 0 283.522 0.37805 0.375685 0.568309
418000 282.957 0 0 293.4 0.378151 0.375824 0.568309
419000 280.406 0 0 280.406 0.378131 0.375806 0.568309
420000 282.728 0 0 282.728 0.378436 0.376213 0.568309
421000 282.323 0 0 282.323 0.378568 0.376393 0.568309
422000 280.986 0 0 293.531 0.378455 0.376252 0.568309
423000 280.99 0 0 284.481 0.378331 0.376096 0.568309
424000 282.582 0 0 286.34 0.378177 0.375901 0.568309
425000 280.576 0 0 280.576 0.378129 0.375846 0.568309
426000 280.154 0 0 283.096 0.378188 0.375929 0.568309
427000 280.263 0 0 280.897 0.378023 0.375722 0.568309
428000 279.692 0 0 282.352 0.377956 0.37564 0.568309
429000 282.871 0 0 293.403 0.377741 0.375368 0.568309
430000 282.124 0 0 282.739 0.377398 0.374927 0.568309
431000 280.618 0 0 287.365 0.377183 0.374656 0.568309
432000 281.93 0 0 295.102 0.377032 0.374467 0.568309
433000 280.236 0 0 280.236 0.377132 0.374604 0.568309
434000 280.042 0 0 280.042 0.377009 0.374452 0.568309
435000 280.496 0 0 280.496 0.377074 0.374543 0.568309
436000 283.28 0 0 284.294 0.377236 0.374762 0.568309
437000 280.351 0 0 288.277 0.377346 0.374911 0.568309
438000 282.142 0 0 286.906 0.377146 0.37466 0.568309
439000 279.897 0 0 279.897 0.377005 0.374484 0.568309
440000 279.877 0 0 279.877 0.377093 0.374606 0.568309
