SPM (Spatial Population Model)
Call: ..\..\Build\windows\spm -p -q -g 0 -o profile.dat 
Date: Wed Apr 22 15:16:31 2020
v2.0.2-2020-04-21 (rev. 2020-04-21 11:34:49 UTC). Copyright (c) 2008-2020, NIWA
User name: alist
Machine name: HP1040 (Windows_NT, PID=6968)

[mature-2002]
report.type: observation
label: mature-2002
type: proportions_by_category
year: 2002
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r2-c6 immature+mature 9 0.11654 0.049142 0.067398 465 50 45.1456 21.0918
r2-c6 immature+mature 10 0.10187 0.0596526 0.0422174 465 50 45.1456 17.0838
r2-c6 immature+mature 11 0.1054 0.0700328 0.0353672 465 50 45.1456 17.032
r2-c6 immature+mature 12 0.06839 0.0788493 -0.0104593 465 50 45.1456 9.74571
r2-c6 immature+mature 13 0.11714 0.0844746 0.0326654 465 50 45.1456 18.356
r2-c6 immature+mature 14 0.07595 0.0856318 -0.00968176 465 50 45.1456 10.7825
r2-c6 immature+mature 15 0.07516 0.081948 -0.00678804 465 50 45.1456 10.7953
r2-c6 immature+mature 16 0.06557 0.0741391 -0.00856905 465 50 45.1456 9.44387
r2-c6 immature+mature 17 0.04374 0.0636868 -0.0199468 465 50 45.1456 6.1077
r2-c6 immature+mature 18 0.04093 0.0522598 -0.0113298 465 50 45.1456 6.01124
r2-c6 immature+mature 19 0.0174 0.0412331 -0.0238331 465 50 45.1456 2.42956
r2-c6 immature+mature 20 0.01419 0.0314785 -0.0172885 465 50 45.1456 2.10877
r2-c6 immature+mature 21 0.00859 0.0233851 -0.0147951 465 50 45.1456 1.33766
r2-c6 immature+mature 22 0.00327 0.0169892 -0.0137192 465 50 45.1456 0.533142
r2-c6 immature+mature 23 0.00208 0.0121215 -0.0100415 465 50 45.1456 0.36711
r2-c6 immature+mature 24 0.00264 0.0085241 -0.0058841 465 50 45.1456 0.510157
r2-c6 immature+mature 25 0.00134 0.00592572 -0.00458572 465 50 45.1456 0.278253
r2-c6 immature+mature 26 0.00163 0.00408224 -0.00245224 465 50 45.1456 0.366638
r2-c6 immature+mature 27 0 0.00279242 -0.00279242 465 50 45.1456 0
r2-c6 immature+mature 28 0.00129 0.00189967 -0.000609668 465 50 45.1456 0.33402
r2-c6 immature+mature 29 0 0.00128686 -0.00128686 465 50 45.1456 0
r2-c6 immature+mature 30 0 0.000868902 -0.000868902 465 50 45.1456 0
r3-c5 immature+mature 1 0 0.00312243 -0.00312243 387 50 44.2792 0
r3-c5 immature+mature 2 0 0.00835749 -0.00835749 387 50 44.2792 0
r3-c5 immature+mature 3 0 0.0110084 -0.0110084 387 50 44.2792 0
r3-c5 immature+mature 4 0.00079 0.0145573 -0.0137673 387 50 44.2792 0.128754
r3-c5 immature+mature 5 0.00838 0.0191911 -0.0108111 387 50 44.2792 1.34951
r3-c5 immature+mature 6 0.01271 0.0241378 -0.0114278 387 50 44.2792 1.97913
r3-c5 immature+mature 7 0.0308 0.0310545 -0.000254539 387 50 44.2792 4.92869
r3-c5 immature+mature 8 0.07726 0.0394094 0.0378506 387 50 44.2792 13.4075
r3-c5 immature+mature 9 0.0886 0.0490751 0.0395249 387 50 44.2792 14.8889
r3-c5 immature+mature 10 0.07955 0.0595707 0.0199793 387 50 44.2792 12.4202
r3-c5 immature+mature 11 0.08638 0.0699355 0.0164445 387 50 44.2792 13.0924
r3-c5 immature+mature 12 0.057 0.0787383 -0.0217383 387 50 44.2792 7.64229
r3-c5 immature+mature 13 0.10786 0.0843538 0.0235062 387 50 44.2792 16.2195
r3-c5 immature+mature 14 0.08102 0.0855073 -0.00448733 387 50 44.2792 11.3984
r3-c5 immature+mature 15 0.08527 0.0818271 0.00344287 387 50 44.2792 12.297
r3-c5 immature+mature 16 0.09417 0.0740282 0.0201418 387 50 44.2792 14.2921
r3-c5 immature+mature 17 0.05476 0.0635905 -0.00883052 387 50 44.2792 7.79971
r3-c5 immature+mature 18 0.0508 0.0521801 -0.00138013 387 50 44.2792 7.57772
r3-c5 immature+mature 19 0.02484 0.0411698 -0.0163298 387 50 44.2792 3.55411
r3-c5 immature+mature 20 0.01697 0.03143 -0.01446 387 50 44.2792 2.51585
r3-c5 immature+mature 21 0.01433 0.023349 -0.00901897 387 50 44.2792 2.27629
r3-c5 immature+mature 22 0.00587 0.0169629 -0.0110929 387 50 44.2792 0.959149
r3-c5 immature+mature 23 0.00767 0.0121027 -0.00443272 387 50 44.2792 1.3852
r3-c5 immature+mature 24 0.00519 0.00851086 -0.00332086 387 50 44.2792 1.00193
r3-c5 immature+mature 25 0.00116 0.00591651 -0.00475651 387 50 44.2792 0.235966
r3-c5 immature+mature 26 0.0043 0.00407589 0.000224112 387 50 44.2792 0.965169
r3-c5 immature+mature 27 0 0.00278808 -0.00278808 387 50 44.2792 0
r3-c5 immature+mature 28 0.00343 0.00189671 0.00153329 387 50 44.2792 0.881944
r3-c5 immature+mature 29 0 0.00128486 -0.00128486 387 50 44.2792 0
r3-c5 immature+mature 30 0.00053 0.00086755 -0.00033755 387 50 44.2792 0.152347
r3-c6 immature+mature 1 0 0.00237274 -0.00237274 547 50 45.8124 0
r3-c6 immature+mature 2 0 0.00453474 -0.00453474 547 50 45.8124 0
r3-c6 immature+mature 3 0 0.00596698 -0.00596698 547 50 45.8124 0
r3-c6 immature+mature 4 0.00034 0.00789054 -0.00755054 547 50 45.8124 0.0666287
r3-c6 immature+mature 5 0.00324 0.0104021 -0.00716214 547 50 45.8124 0.608954
r3-c6 immature+mature 6 0.00483 0.0153862 -0.0105562 547 50 45.8124 0.832421
r3-c6 immature+mature 7 0.01447 0.019533 -0.00506297 547 50 45.8124 2.50597
r3-c6 immature+mature 8 0.04638 0.024951 0.021429 547 50 45.8124 8.65354
r3-c6 immature+mature 9 0.05572 0.0317562 0.0239638 547 50 45.8124 10.0654
r3-c6 immature+mature 10 0.05563 0.039916 0.015714 547 50 45.8124 9.46372
r3-c6 immature+mature 11 0.07576 0.0491177 0.0266423 547 50 45.8124 12.8724
r3-c6 immature+mature 12 0.04996 0.058655 -0.00869498 547 50 45.8124 7.46671
r3-c6 immature+mature 13 0.09808 0.0674316 0.0306484 547 50 45.8124 16.0638
r3-c6 immature+mature 14 0.08263 0.0741725 0.00845746 547 50 45.8124 12.7075
r3-c6 immature+mature 15 0.10106 0.0778062 0.0232538 547 50 45.8124 15.991
r3-c6 immature+mature 16 0.11655 0.0778169 0.0387331 547 50 45.8124 19.0105
r3-c6 immature+mature 17 0.07306 0.0743627 -0.00130268 547 50 45.8124 10.9426
r3-c6 immature+mature 18 0.08461 0.0681333 0.0164767 547 50 45.8124 13.4058
r3-c6 immature+mature 19 0.036 0.0600838 -0.0240838 547 50 45.8124 5.03267
r3-c6 immature+mature 20 0.02586 0.0511882 -0.0253282 547 50 45.8124 3.60994
r3-c6 immature+mature 21 0.03258 0.0422773 -0.00969727 547 50 45.8124 5.00122
r3-c6 immature+mature 22 0.01086 0.0339607 -0.0231007 547 50 45.8124 1.56203
r3-c6 immature+mature 23 0.0114 0.0266142 -0.0152142 547 50 45.8124 1.77414
r3-c6 immature+mature 24 0.00729 0.020407 -0.013117 547 50 45.8124 1.1865
r3-c6 immature+mature 25 0.00294 0.0153522 -0.0124122 547 50 45.8124 0.498803
r3-c6 immature+mature 26 0.00663 0.0113605 -0.00473046 547 50 45.8124 1.25122
r3-c6 immature+mature 27 0 0.00828835 -0.00828835 547 50 45.8124 0
r3-c6 immature+mature 28 0.00271 0.0059745 -0.0032645 547 50 45.8124 0.575995
r3-c6 immature+mature 29 0 0.00426294 -0.00426294 547 50 45.8124 0
r3-c6 immature+mature 30 0.00094 0.0100249 -0.0090849 547 50 45.8124 0.174845
*end

[CAA-2001]
report.type: observation
label: CAA-2001
type: proportions_at_age
year: 2001
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area category age observed expected residual errorvalue processerror totalerror score
r1-c5 immature+mature 1 0 0.00155532 -0.00155532 189 50 39.5397 0
r1-c5 immature+mature 2 0 0.00825369 -0.00825369 189 50 39.5397 0
r1-c5 immature+mature 3 0 0.0110204 -0.0110204 189 50 39.5397 0
r1-c5 immature+mature 4 0 0.0145744 -0.0145744 189 50 39.5397 0
r1-c5 immature+mature 5 0.00102 0.0192139 -0.0181939 189 50 39.5397 0.137424
r1-c5 immature+mature 6 0.05128 0.0241669 0.0271131 189 50 39.5397 8.26705
r1-c5 immature+mature 7 0.05691 0.0310926 0.0258174 189 50 39.5397 8.746
r1-c5 immature+mature 8 0.17716 0.0394589 0.137701 189 50 39.5397 31.1781
r1-c5 immature+mature 9 0.13402 0.049139 0.084881 189 50 39.5397 21.2726
r1-c5 immature+mature 10 0.10515 0.059652 0.045498 189 50 39.5397 15.1394
r1-c5 immature+mature 11 0.1014 0.0700364 0.0313636 189 50 39.5397 13.8519
r1-c5 immature+mature 12 0.05483 0.0788593 -0.0240293 189 50 39.5397 6.36042
r1-c5 immature+mature 13 0.02327 0.0844924 -0.0612224 189 50 39.5397 2.24194
r1-c5 immature+mature 14 0.03661 0.085657 -0.049047 189 50 39.5397 3.8057
r1-c5 immature+mature 15 0.02425 0.0819785 -0.0577285 189 50 39.5397 2.38149
r1-c5 immature+mature 16 0.03368 0.0741714 -0.0404914 189 50 39.5397 3.63773
r1-c5 immature+mature 17 0.03053 0.0637178 -0.0331878 189 50 39.5397 3.42448
r1-c5 immature+mature 18 0.03596 0.0522871 -0.0163271 189 50 39.5397 4.42713
r1-c5 immature+mature 19 0.02679 0.0412556 -0.0144656 189 50 39.5397 3.4031
r1-c5 immature+mature 20 0.01248 0.0314963 -0.0190163 189 50 39.5397 1.58531
r1-c5 immature+mature 21 0.02145 0.0233986 -0.00194856 189 50 39.5397 3.12826
r1-c5 immature+mature 22 0.01118 0.0169991 -0.00581909 189 50 39.5397 1.67989
r1-c5 immature+mature 23 0.00953 0.0121286 -0.00259864 189 50 39.5397 1.54466
r1-c5 immature+mature 24 0.01888 0.00852912 0.0103509 189 50 39.5397 3.47132
r1-c5 immature+mature 25 0.00654 0.00592922 0.000610783 189 50 39.5397 1.22583
r1-c5 immature+mature 26 0.00456 0.00408465 0.000475347 189 50 39.5397 0.912318
r1-c5 immature+mature 27 0.00362 0.00279408 0.000825923 189 50 39.5397 0.774822
r1-c5 immature+mature 28 0.00566 0.0019008 0.0037592 189 50 39.5397 1.31029
r1-c5 immature+mature 29 0.0039 0.00128763 0.00261237 189 50 39.5397 0.955443
r1-c5 immature+mature 30 0.00933 0.000869418 0.00846058 189 50 39.5397 2.48273
r1-c6 immature+mature 1 0 0.00155651 -0.00155651 938 50 47.4696 0
r1-c6 immature+mature 2 0 0.008262 -0.008262 938 50 47.4696 0
r1-c6 immature+mature 3 0 0.0110237 -0.0110237 938 50 47.4696 0
r1-c6 immature+mature 4 0 0.0145787 -0.0145787 938 50 47.4696 0
r1-c6 immature+mature 5 0.00124 0.0192194 -0.0179794 938 50 47.4696 0.201409
r1-c6 immature+mature 6 0.05821 0.0241736 0.0340364 938 50 47.4696 11.7885
r1-c6 immature+mature 7 0.1296 0.0311009 0.0984991 938 50 47.4696 28.2167
r1-c6 immature+mature 8 0.23343 0.0394688 0.193961 938 50 47.4696 53.516
r1-c6 immature+mature 9 0.18332 0.0491501 0.13417 938 50 47.4696 38.3543
r1-c6 immature+mature 10 0.10607 0.0596633 0.0464067 938 50 47.4696 19.0416
r1-c6 immature+mature 11 0.0889 0.0700466 0.0188534 938 50 47.4696 14.7342
r1-c6 immature+mature 12 0.0465 0.0788666 -0.0323666 938 50 47.4696 6.49938
r1-c6 immature+mature 13 0.02914 0.084495 -0.055355 938 50 47.4696 3.62414
r1-c6 immature+mature 14 0.02721 0.0856541 -0.0584441 938 50 47.4696 3.32334
r1-c6 immature+mature 15 0.01895 0.0819707 -0.0630207 938 50 47.4696 2.21098
r1-c6 immature+mature 16 0.01704 0.0741602 -0.0571202 938 50 47.4696 2.03581
r1-c6 immature+mature 17 0.00933 0.0637052 -0.0543752 938 50 47.4696 1.09818
r1-c6 immature+mature 18 0.01291 0.0522749 -0.0393649 938 50 47.4696 1.69771
r1-c6 immature+mature 19 0.00872 0.0412448 -0.0325248 938 50 47.4696 1.19935
r1-c6 immature+mature 20 0.00492 0.0314874 -0.0265674 938 50 47.4696 0.713289
r1-c6 immature+mature 21 0.00388 0.0233917 -0.0195117 938 50 47.4696 0.61103
r1-c6 immature+mature 22 0.00218 0.0169939 -0.0148139 938 50 47.4696 0.370346
r1-c6 immature+mature 23 0.00266 0.0121249 -0.00946489 938 50 47.4696 0.496647
r1-c6 immature+mature 24 0.0031 0.00852645 -0.00542645 938 50 47.4696 0.632843
r1-c6 immature+mature 25 0.00198 0.00592735 -0.00394735 938 50 47.4696 0.434697
r1-c6 immature+mature 26 0.0018 0.00408336 -0.00228336 938 50 47.4696 0.426469
r1-c6 immature+mature 27 0.00213 0.00279319 -0.000663187 938 50 47.4696 0.544244
r1-c6 immature+mature 28 0.002 0.00190019 9.98121e-05 938 50 47.4696 0.547161
r1-c6 immature+mature 29 0.0006 0.00128721 -0.000687215 938 50 47.4696 0.173772
r1-c6 immature+mature 30 0.00262 0.00086914 0.00175086 938 50 47.4696 0.816785
r2-c5 immature+mature 1 0 0.0017066 -0.0017066 6 50 5.35714 0
r2-c5 immature+mature 2 0 0.00829304 -0.00829304 6 50 5.35714 0
r2-c5 immature+mature 3 0 0.0110167 -0.0110167 6 50 5.35714 0
r2-c5 immature+mature 4 0 0.014569 -0.014569 6 50 5.35714 0
r2-c5 immature+mature 5 0 0.0192068 -0.0192068 6 50 5.35714 0
r2-c5 immature+mature 6 0.03704 0.0241581 0.0128819 6 50 5.35714 0.653858
r2-c5 immature+mature 7 0.30247 0.0310815 0.271388 6 50 5.35714 5.99736
r2-c5 immature+mature 8 0.26543 0.0394453 0.225985 6 50 5.35714 4.82824
r2-c5 immature+mature 9 0.22222 0.0491228 0.173097 6 50 5.35714 3.67917
r2-c5 immature+mature 10 0.1358 0.0596334 0.0761666 6 50 5.35714 1.96144
r2-c5 immature+mature 11 0.03704 0.0700164 -0.0329764 6 50 5.35714 0.442708
r2-c5 immature+mature 12 0 0.0788393 -0.0788393 6 50 5.35714 0
r2-c5 immature+mature 13 0 0.084474 -0.084474 6 50 5.35714 0
r2-c5 immature+mature 14 0 0.0856417 -0.0856417 6 50 5.35714 0
r2-c5 immature+mature 15 0 0.0819669 -0.0819669 6 50 5.35714 0
r2-c5 immature+mature 16 0 0.0741633 -0.0741633 6 50 5.35714 0
r2-c5 immature+mature 17 0 0.0637126 -0.0637126 6 50 5.35714 0
r2-c5 immature+mature 18 0 0.0522839 -0.0522839 6 50 5.35714 0
r2-c5 immature+mature 19 0 0.0412537 -0.0412537 6 50 5.35714 0
r2-c5 immature+mature 20 0 0.0314952 -0.0314952 6 50 5.35714 0
r2-c5 immature+mature 21 0 0.0233979 -0.0233979 6 50 5.35714 0
r2-c5 immature+mature 22 0 0.0169987 -0.0169987 6 50 5.35714 0
r2-c5 immature+mature 23 0 0.0121284 -0.0121284 6 50 5.35714 0
r2-c5 immature+mature 24 0 0.00852899 -0.00852899 6 50 5.35714 0
r2-c5 immature+mature 25 0 0.00592914 -0.00592914 6 50 5.35714 0
r2-c5 immature+mature 26 0 0.0040846 -0.0040846 6 50 5.35714 0
r2-c5 immature+mature 27 0 0.00279404 -0.00279404 6 50 5.35714 0
r2-c5 immature+mature 28 0 0.00190077 -0.00190077 6 50 5.35714 0
r2-c5 immature+mature 29 0 0.00128761 -0.00128761 6 50 5.35714 0
r2-c5 immature+mature 30 0 0.000869409 -0.000869409 6 50 5.35714 0
r3-c5 immature+mature 1 0 0.00312307 -0.00312307 68 50 28.8136 0
r3-c5 immature+mature 2 0 0.00835922 -0.00835922 68 50 28.8136 0
r3-c5 immature+mature 3 0 0.0110107 -0.0110107 68 50 28.8136 0
r3-c5 immature+mature 4 0 0.0145602 -0.0145602 68 50 28.8136 0
r3-c5 immature+mature 5 0 0.019195 -0.019195 68 50 28.8136 0
r3-c5 immature+mature 6 0.03026 0.0241426 0.00611738 68 50 28.8136 3.19803
r3-c5 immature+mature 7 0.01623 0.0310605 -0.0148305 68 50 28.8136 1.50211
r3-c5 immature+mature 8 0.02817 0.0394166 -0.0112466 68 50 28.8136 2.55691
r3-c5 immature+mature 9 0.04308 0.0490833 -0.00600333 68 50 28.8136 3.86144
r3-c5 immature+mature 10 0.03007 0.0595795 -0.0295095 68 50 28.8136 2.39315
r3-c5 immature+mature 11 0.06321 0.069944 -0.00673403 68 50 28.8136 5.37949
r3-c5 immature+mature 12 0.05005 0.0787452 -0.0286952 68 50 28.8136 3.91001
r3-c5 immature+mature 13 0.03527 0.0843578 -0.0490878 68 50 28.8136 2.51984
r3-c5 immature+mature 14 0.07511 0.0855073 -0.0103973 68 50 28.8136 6.17193
r3-c5 immature+mature 15 0.07691 0.0818231 -0.00491309 68 50 28.8136 6.44869
r3-c5 immature+mature 16 0.08739 0.0740209 0.0133691 68 50 28.8136 7.77633
r3-c5 immature+mature 17 0.07153 0.0635815 0.00794849 68 50 28.8136 6.42924
r3-c5 immature+mature 18 0.06254 0.0521708 0.0103692 68 50 28.8136 5.84011
r3-c5 immature+mature 19 0.06336 0.0411612 0.0221988 68 50 28.8136 6.36261
r3-c5 immature+mature 20 0.02972 0.0314227 -0.00170275 68 50 28.8136 2.90925
r3-c5 immature+mature 21 0.03325 0.0233432 0.0099068 68 50 28.8136 3.58266
r3-c5 immature+mature 22 0.02521 0.0169585 0.0082515 68 50 28.8136 2.87145
r3-c5 immature+mature 23 0.0337 0.0120995 0.0216005 68 50 28.8136 4.27466
r3-c5 immature+mature 24 0.03807 0.00850854 0.0295615 68 50 28.8136 5.27268
r3-c5 immature+mature 25 0.00782 0.00591487 0.00190513 68 50 28.8136 1.06368
r3-c5 immature+mature 26 0.01126 0.00407475 0.00718525 68 50 28.8136 1.67341
r3-c5 immature+mature 27 0.03203 0.0027873 0.0292427 68 50 28.8136 5.39847
r3-c5 immature+mature 28 0.02412 0.00189618 0.0222238 68 50 28.8136 4.25925
r3-c5 immature+mature 29 0.00298 0.0012845 0.0016955 68 50 28.8136 0.527894
r3-c5 immature+mature 30 0.02864 0.000867305 0.0277727 68 50 28.8136 5.75424
r3-c6 immature+mature 1 0 0.00237116 -0.00237116 645 50 46.4029 0
r3-c6 immature+mature 2 0 0.00453177 -0.00453177 645 50 46.4029 0
r3-c6 immature+mature 3 0 0.00596312 -0.00596312 645 50 46.4029 0
r3-c6 immature+mature 4 0.0005 0.00788553 -0.00738553 645 50 46.4029 0.0994038
r3-c6 immature+mature 5 0.00261 0.0103957 -0.00778571 645 50 46.4029 0.494537
r3-c6 immature+mature 6 0.00515 0.0153771 -0.0102271 645 50 46.4029 0.902
r3-c6 immature+mature 7 0.0034 0.019522 -0.016122 645 50 46.4029 0.548997
r3-c6 immature+mature 8 0.01927 0.0249381 -0.00566813 645 50 46.4029 3.25971
r3-c6 immature+mature 9 0.0244 0.031742 -0.00734196 645 50 46.4029 3.96772
r3-c6 immature+mature 10 0.02395 0.0399016 -0.0159516 645 50 46.4029 3.63102
r3-c6 immature+mature 11 0.04647 0.0491054 -0.00263542 645 50 46.4029 7.3409
r3-c6 immature+mature 12 0.04903 0.0586477 -0.00961775 645 50 46.4029 7.41422
r3-c6 immature+mature 13 0.05418 0.0674321 -0.0132521 645 50 46.4029 7.9962
r3-c6 immature+mature 14 0.07656 0.074182 0.00237804 645 50 46.4029 11.7683
r3-c6 immature+mature 15 0.07814 0.0778232 0.000316808 645 50 46.4029 11.8887
r3-c6 immature+mature 16 0.08399 0.077838 0.00615205 645 50 46.4029 12.9752
r3-c6 immature+mature 17 0.0737 0.0743838 -0.000683803 645 50 46.4029 11.2299
r3-c6 immature+mature 18 0.07926 0.0681513 0.0111087 645 50 46.4029 12.5836
r3-c6 immature+mature 19 0.0735 0.0600972 0.0134028 645 50 46.4029 11.9205
r3-c6 immature+mature 20 0.04499 0.0511968 -0.00620675 645 50 46.4029 6.98025
r3-c6 immature+mature 21 0.04665 0.0422817 0.00436829 645 50 46.4029 7.69816
r3-c6 immature+mature 22 0.03017 0.0339622 -0.00379221 645 50 46.4029 4.95227
r3-c6 immature+mature 23 0.0354 0.0266138 0.00878624 645 50 46.4029 6.3467
r3-c6 immature+mature 24 0.04054 0.0204056 0.0201344 645 50 46.4029 7.90775
r3-c6 immature+mature 25 0.01781 0.0153504 0.00245961 645 50 46.4029 3.38841
r3-c6 immature+mature 26 0.01813 0.0113586 0.00677139 645 50 46.4029 3.70839
r3-c6 immature+mature 27 0.01601 0.00828669 0.00772331 645 50 46.4029 3.47471
r3-c6 immature+mature 28 0.01899 0.00597311 0.0130169 645 50 46.4029 4.46656
r3-c6 immature+mature 29 0.00487 0.00426183 0.000608168 645 50 46.4029 1.14096
r3-c6 immature+mature 30 0.03204 0.0100207 0.0220193 645 50 46.4029 7.11907
r4-c3 immature+mature 1 0 0.0151649 -0.0151649 57 50 26.6355 0
r4-c3 immature+mature 2 0 0.00438055 -0.00438055 57 50 26.6355 0
r4-c3 immature+mature 3 0 0.00571203 -0.00571203 57 50 26.6355 0
r4-c3 immature+mature 4 0.0147083 0.00755333 0.00715501 57 50 26.6355 1.795
r4-c3 immature+mature 5 0.0441139 0.00995783 0.034156 57 50 26.6355 5.49954
r4-c3 immature+mature 6 0.352944 0.0153504 0.337594 57 50 26.6355 52.9765
r4-c3 immature+mature 7 0.161769 0.0187991 0.14297 57 50 26.6355 20.7765
r4-c3 immature+mature 8 0.164709 0.0238986 0.14081 57 50 26.6355 20.1584
r4-c3 immature+mature 9 0.0705911 0.0305286 0.0400625 57 50 26.6355 7.1458
r4-c3 immature+mature 10 0.0539269 0.0385703 0.0153566 57 50 26.6355 4.91672
r4-c3 immature+mature 11 0.00980184 0.0476912 -0.0378893 57 50 26.6355 0.693742
r4-c3 immature+mature 12 0.0196037 0.057191 -0.0375873 57 50 26.6355 1.37432
r4-c3 immature+mature 13 0.00980184 0.0659808 -0.056179 57 50 26.6355 0.608991
r4-c3 immature+mature 14 0.026142 0.0727784 -0.0466364 57 50 26.6355 1.72798
r4-c3 immature+mature 15 0.012473 0.076488 -0.0640149 57 50 26.6355 0.740982
r4-c3 immature+mature 16 0.0157478 0.0765651 -0.0608174 57 50 26.6355 0.95721
r4-c3 immature+mature 17 0.0026712 0.0731535 -0.0704823 57 50 26.6355 0.149025
r4-c3 immature+mature 18 0 0.0669518 -0.0669518 57 50 26.6355 0
r4-c3 immature+mature 19 0.0026712 0.0589426 -0.0562714 57 50 26.6355 0.164393
r4-c3 immature+mature 20 0.00594593 0.0501299 -0.0441839 57 50 26.6355 0.401806
r4-c3 immature+mature 21 0.0112883 0.0413617 -0.0300733 57 50 26.6355 0.849467
r4-c3 immature+mature 22 0 0.0332458 -0.0332458 57 50 26.6355 0
r4-c3 immature+mature 23 0.00594593 0.0261388 -0.0201929 57 50 26.6355 0.504938
r4-c3 immature+mature 24 0.00326355 0.0201827 -0.0169192 57 50 26.6355 0.295058
r4-c3 immature+mature 25 0 0.0153636 -0.0153636 57 50 26.6355 0
r4-c3 immature+mature 26 0.00326355 0.0115723 -0.00830873 57 50 26.6355 0.343408
r4-c3 immature+mature 27 0.0026712 0.00865489 -0.00598369 57 50 26.6355 0.300888
r4-c3 immature+mature 28 0 0.00644797 -0.00644797 57 50 26.6355 0
r4-c3 immature+mature 29 0 0.00479965 -0.00479965 57 50 26.6355 0
r4-c3 immature+mature 30 0.00594593 0.0164446 -0.0104987 57 50 26.6355 0.578331
r4-c4 immature+mature 1 0 0.00413794 -0.00413794 293 50 42.7114 0
r4-c4 immature+mature 2 0 0.00185812 -0.00185812 293 50 42.7114 0
r4-c4 immature+mature 3 0 0.00242455 -0.00242455 293 50 42.7114 0
r4-c4 immature+mature 4 0.00143 0.0032061 -0.0017761 293 50 42.7114 0.318474
r4-c4 immature+mature 5 0.00997 0.00422671 0.00574329 293 50 42.7114 2.20688
r4-c4 immature+mature 6 0.06249 0.00853821 0.0539518 293 50 42.7114 14.1052
r4-c4 immature+mature 7 0.06004 0.0109099 0.0491301 293 50 42.7114 12.8588
r4-c4 immature+mature 8 0.05101 0.0142847 0.0367253 293 50 42.7114 10.1206
r4-c4 immature+mature 9 0.02822 0.0189612 0.00925879 293 50 42.7114 4.87936
r4-c4 immature+mature 10 0.02293 0.0252174 -0.00228741 293 50 42.7114 3.59572
r4-c4 immature+mature 11 0.02868 0.0331936 -0.00451363 293 50 42.7114 4.28219
r4-c4 immature+mature 12 0.0283 0.0427148 -0.0144148 293 50 42.7114 3.91311
r4-c4 immature+mature 13 0.03794 0.0531227 -0.0151827 293 50 42.7114 5.12921
r4-c4 immature+mature 14 0.05832 0.0632576 -0.00493756 293 50 42.7114 8.06728
r4-c4 immature+mature 15 0.05193 0.0716947 -0.0197647 293 50 42.7114 6.74863
r4-c4 immature+mature 16 0.0729 0.077168 -0.00426801 293 50 42.7114 9.91282
r4-c4 immature+mature 17 0.06946 0.0789529 -0.00949295 293 50 42.7114 9.28237
r4-c4 immature+mature 18 0.05559 0.0770144 -0.0214244 293 50 42.7114 7.15219
r4-c4 immature+mature 19 0.05892 0.0719074 -0.0129874 293 50 42.7114 7.8438
r4-c4 immature+mature 20 0.03983 0.0645411 -0.0247111 293 50 42.7114 5.09781
r4-c4 immature+mature 21 0.03848 0.055927 -0.017447 293 50 42.7114 5.13002
r4-c4 immature+mature 22 0.02883 0.0469826 -0.0181526 293 50 42.7114 3.8798
r4-c4 immature+mature 23 0.03761 0.0384168 -0.000806837 293 50 42.7114 5.5978
r4-c4 immature+mature 24 0.04236 0.0306922 0.0116678 293 50 42.7114 6.82748
r4-c4 immature+mature 25 0.02003 0.0240444 -0.00401442 293 50 42.7114 3.13507
r4-c4 immature+mature 26 0.01634 0.0185326 -0.00219264 293 50 42.7114 2.68715
r4-c4 immature+mature 27 0.0177 0.0140977 0.00360233 293 50 42.7114 3.13894
r4-c4 immature+mature 28 0.01365 0.0106144 0.00303558 293 50 42.7114 2.53549
r4-c4 immature+mature 29 0.0071 0.00793138 -0.000831381 293 50 42.7114 1.35808
r4-c4 immature+mature 30 0.03211 0.0254288 0.00668118 293 50 42.7114 5.23427
r4-c5 immature+mature 1 0 0.00425623 -0.00425623 180 50 39.1304 0
r4-c5 immature+mature 2 0 0.00194001 -0.00194001 180 50 39.1304 0
r4-c5 immature+mature 3 0 0.00253168 -0.00253168 180 50 39.1304 0
r4-c5 immature+mature 4 0 0.00334778 -0.00334778 180 50 39.1304 0
r4-c5 immature+mature 5 0 0.00441349 -0.00441349 180 50 39.1304 0
r4-c5 immature+mature 6 0 0.00839105 -0.00839105 180 50 39.1304 0
r4-c5 immature+mature 7 0 0.0109064 -0.0109064 180 50 39.1304 0
r4-c5 immature+mature 8 0.00208 0.0143868 -0.0123068 180 50 39.1304 0.30348
r4-c5 immature+mature 9 0.00511 0.0191094 -0.0139994 180 50 39.1304 0.705981
r4-c5 immature+mature 10 0.00358 0.0253331 -0.0217531 180 50 39.1304 0.449182
r4-c5 immature+mature 11 0.00898 0.0331827 -0.0242027 180 50 39.1304 1.08134
r4-c5 immature+mature 12 0.02049 0.04248 -0.02199 180 50 39.1304 2.46203
r4-c5 immature+mature 13 0.0464 0.052589 -0.00618898 180 50 39.1304 5.87746
r4-c5 immature+mature 14 0.07284 0.0624041 0.0104359 180 50 39.1304 9.51387
r4-c5 immature+mature 15 0.06987 0.0705785 -0.00070852 180 50 39.1304 8.71602
r4-c5 immature+mature 16 0.11208 0.0759213 0.0361587 180 50 39.1304 15.0817
r4-c5 immature+mature 17 0.10061 0.077751 0.022859 180 50 39.1304 13.1393
