SPM (Spatial Population Model)
Call: ..\..\Build\windows\spm -p -q -g 0 -o profile.dat 
Date: Wed Apr 22 15:16:31 2020
v2.0.2-2020-04-21 (rev. 2020-04-21 11:34:49 UTC). Copyright (c) 2008-2020, NIWA
User name: alist
Machine name: HP1040 (Windows_NT, PID=6968)

[mature-2002]
report.type: observation
label: mature-2002
type: proportions_by_category
year: 2002
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r3-c5 immature+mature 23 0.04181 0.0108741 0.0309359 461 50 45.1076 9.1176
r3-c5 immature+mature 24 0.02082 0.00916785 0.0116521 461 50 45.1076 4.38198
r3-c5 immature+mature 25 0.02474 0.00778007 0.0169599 461 50 45.1076 5.47259
r3-c5 immature+mature 26 0.02226 0.00664106 0.0156189 461 50 45.1076 5.03676
r3-c5 immature+mature 27 0.01289 0.00569783 0.00719217 461 50 45.1076 2.88989
r3-c5 immature+mature 28 0.0133 0.00490999 0.00839001 461 50 45.1076 3.07693
r3-c5 immature+mature 29 0.01418 0.00424665 0.00993335 461 50 45.1076 3.38647
r3-c5 immature+mature 30 0.02329 0.0290449 -0.00575492 461 50 45.1076 3.74002
r3-c6 immature+mature 1 0 0.00246024 -0.00246024 408 50 44.5415 0
r3-c6 immature+mature 2 0 0.00547942 -0.00547942 408 50 44.5415 0
r3-c6 immature+mature 3 0 0.0080126 -0.0080126 408 50 44.5415 0
r3-c6 immature+mature 4 0 0.0116887 -0.0116887 408 50 44.5415 0
r3-c6 immature+mature 5 0 0.016908 -0.016908 408 50 44.5415 0
r3-c6 immature+mature 6 0.00216 0.0246977 -0.0225377 408 50 44.5415 0.30782
r3-c6 immature+mature 7 0.00293 0.0337671 -0.0308371 408 50 44.5415 0.38005
r3-c6 immature+mature 8 0.00981 0.0453421 -0.0355321 408 50 44.5415 1.23053
r3-c6 immature+mature 9 0.02334 0.0582521 -0.0349121 408 50 44.5415 2.9728
r3-c6 immature+mature 10 0.02657 0.0701228 -0.0435528 408 50 44.5415 3.2331
r3-c6 immature+mature 11 0.03685 0.0778209 -0.0409709 408 50 44.5415 4.57981
r3-c6 immature+mature 12 0.07093 0.0791329 -0.00820287 408 50 44.5415 10.0095
r3-c6 immature+mature 13 0.11294 0.0743602 0.0385798 408 50 44.5415 17.9131
r3-c6 immature+mature 14 0.08694 0.0659504 0.0209896 408 50 44.5415 13.5163
r3-c6 immature+mature 15 0.05926 0.0566209 0.00263909 408 50 44.5415 8.93714
r3-c6 immature+mature 16 0.06715 0.0480577 0.0190923 408 50 44.5415 10.859
r3-c6 immature+mature 17 0.05918 0.0408553 0.0183247 408 50 44.5415 9.78305
r3-c6 immature+mature 18 0.05657 0.0349873 0.0215827 408 50 44.5415 9.6708
r3-c6 immature+mature 19 0.03495 0.0302093 0.00474073 408 50 44.5415 5.77328
r3-c6 immature+mature 20 0.05068 0.0262631 0.0244169 408 50 44.5415 9.15918
r3-c6 immature+mature 21 0.03884 0.0229447 0.0158953 408 50 44.5415 6.98906
r3-c6 immature+mature 22 0.02667 0.0201097 0.0065603 408 50 44.5415 4.73109
r3-c6 immature+mature 23 0.05335 0.0176587 0.0356913 408 50 44.5415 10.659
r3-c6 immature+mature 24 0.02786 0.0155228 0.0123372 408 50 44.5415 5.28871
r3-c6 immature+mature 25 0.02923 0.013652 0.015578 408 50 44.5415 5.74575
r3-c6 immature+mature 26 0.03125 0.0120086 0.0192414 408 50 44.5415 6.36687
r3-c6 immature+mature 27 0.01783 0.0105625 0.00726747 408 50 44.5415 3.54111
r3-c6 immature+mature 28 0.02231 0.00928928 0.0130207 408 50 44.5415 4.64687
r3-c6 immature+mature 29 0.01814 0.00816796 0.00997204 408 50 44.5415 3.81562
r3-c6 immature+mature 30 0.03057 0.0590952 -0.0285252 408 50 44.5415 4.04371
r4-c4 immature+mature 1 0 0.00300606 -0.00300606 50 50 25 0
r4-c4 immature+mature 2 0 0.00187239 -0.00187239 50 50 25 0
r4-c4 immature+mature 3 0 0.00272617 -0.00272617 50 50 25 0
r4-c4 immature+mature 4 0 0.00399088 -0.00399088 50 50 25 0
r4-c4 immature+mature 5 0 0.00580668 -0.00580668 50 50 25 0
r4-c4 immature+mature 6 0.01515 0.00972908 0.00542092 50 50 25 1.63654
r4-c4 immature+mature 7 0.01515 0.0138872 0.00126278 50 50 25 1.50176
r4-c4 immature+mature 8 0.05152 0.0197656 0.0317544 50 50 25 5.2009
r4-c4 immature+mature 9 0.04848 0.0274495 0.0210305 50 50 25 4.46115
r4-c4 immature+mature 10 0.00808 0.0365244 -0.0284444 50 50 25 0.582625
r4-c4 immature+mature 11 0.02727 0.0458435 -0.0185735 50 50 25 2.00203
r4-c4 immature+mature 12 0.03822 0.0537254 -0.0155054 50 50 25 2.77559
r4-c4 immature+mature 13 0.06111 0.0587252 0.00238484 50 50 25 4.63538
r4-c4 immature+mature 14 0.16709 0.0604103 0.10668 50 50 25 15.1723
r4-c4 immature+mature 15 0.05065 0.0593848 -0.00873481 50 50 25 3.70978
r4-c4 immature+mature 16 0.08086 0.0566764 0.0241836 50 50 25 6.51559
r4-c4 immature+mature 17 0.05958 0.0531625 0.00641754 50 50 25 4.64812
r4-c4 immature+mature 18 0.07406 0.0493726 0.0246874 50 50 25 6.13053
r4-c4 immature+mature 19 0.03238 0.0455547 -0.0131747 50 50 25 2.43207
r4-c4 immature+mature 20 0.02655 0.0418061 -0.0152561 50 50 25 2.00437
r4-c4 immature+mature 21 0.02146 0.0381676 -0.0167076 50 50 25 1.63325
r4-c4 immature+mature 22 0.01784 0.0346676 -0.0168276 50 50 25 1.37806
r4-c4 immature+mature 23 0.05111 0.031333 0.019777 50 50 25 4.56593
r4-c4 immature+mature 24 0.02098 0.0281892 -0.00720915 50 50 25 1.75224
r4-c4 immature+mature 25 0.02098 0.0252559 -0.00427591 50 50 25 1.80987
r4-c4 immature+mature 26 0.02421 0.0225461 0.00166391 50 50 25 2.18331
r4-c4 immature+mature 27 0.02074 0.0200648 0.000675244 50 50 25 1.90676
r4-c4 immature+mature 28 0.01932 0.0178101 0.0015099 50 50 25 1.82425
r4-c4 immature+mature 29 0.0242 0.0157748 0.00842522 50 50 25 2.3984
r4-c4 immature+mature 30 0.023 0.116772 -0.0937715 50 50 25 1.11936
r4-c5 immature+mature 1 0 0.00252589 -0.00252589 203 50 40.1186 0
r4-c5 immature+mature 2 0 0.00164752 -0.00164752 203 50 40.1186 0
r4-c5 immature+mature 3 0 0.00239722 -0.00239722 203 50 40.1186 0
r4-c5 immature+mature 4 0 0.0035071 -0.0035071 203 50 40.1186 0
r4-c5 immature+mature 5 0 0.00509748 -0.00509748 203 50 40.1186 0
r4-c5 immature+mature 6 0 0.00898937 -0.00898937 203 50 40.1186 0
r4-c5 immature+mature 7 0 0.0129865 -0.0129865 203 50 40.1186 0
r4-c5 immature+mature 8 0.00477 0.0186463 -0.0138763 203 50 40.1186 0.679208
r4-c5 immature+mature 9 0.00254 0.0261149 -0.0235749 203 50 40.1186 0.32078
r4-c5 immature+mature 10 0.00151 0.0350012 -0.0334912 203 50 40.1186 0.171049
r4-c5 immature+mature 11 0.00966 0.0441802 -0.0345202 203 50 40.1186 1.09017
r4-c5 immature+mature 12 0.00537 0.0520081 -0.0466381 203 50 40.1186 0.547222
r4-c5 immature+mature 13 0.0229 0.0570938 -0.0341938 203 50 40.1186 2.59814
r4-c5 immature+mature 14 0.03508 0.0590354 -0.0239554 203 50 40.1186 4.20397
r4-c5 immature+mature 15 0.04861 0.0584057 -0.00979567 203 50 40.1186 6.18679
r4-c5 immature+mature 16 0.05067 0.0561552 -0.00548519 203 50 40.1186 6.57738
r4-c5 immature+mature 17 0.05239 0.0530855 -0.000695499 203 50 40.1186 6.95973
r4-c5 immature+mature 18 0.09888 0.0496778 0.0492022 203 50 40.1186 15.0379
r4-c5 immature+mature 19 0.05834 0.0461595 0.0121805 203 50 40.1186 8.22793
r4-c5 immature+mature 20 0.08306 0.0426259 0.0404341 203 50 40.1186 12.7385
r4-c5 immature+mature 21 0.0489 0.0391258 0.00977424 203 50 40.1186 7.01632
r4-c5 immature+mature 22 0.05104 0.0356992 0.0153408 203 50 40.1186 7.56163
r4-c5 immature+mature 23 0.07988 0.0323869 0.0474931 203 50 40.1186 13.0467
r4-c5 immature+mature 24 0.05123 0.029227 0.022003 203 50 40.1186 8.00534
r4-c5 immature+mature 25 0.05482 0.0262511 0.0285689 203 50 40.1186 8.89026
r4-c5 immature+mature 26 0.07634 0.0234815 0.0528585 203 50 40.1186 13.3607
r4-c5 immature+mature 27 0.04098 0.0209307 0.0200493 203 50 40.1186 6.74777
r4-c5 immature+mature 28 0.04205 0.0186023 0.0234477 203 50 40.1186 7.14623
r4-c5 immature+mature 29 0.02899 0.016493 0.012497 203 50 40.1186 4.85128
r4-c5 immature+mature 30 0.04643 0.122462 -0.0760319 203 50 40.1186 4.48184
r4-c6 immature+mature 1 0 0.00370937 -0.00370937 653 50 46.4438 0
r4-c6 immature+mature 2 0 0.00231112 -0.00231112 653 50 46.4438 0
r4-c6 immature+mature 3 0 0.00335344 -0.00335344 653 50 46.4438 0
r4-c6 immature+mature 4 0 0.00489185 -0.00489185 653 50 46.4438 0
r4-c6 immature+mature 5 0 0.00707622 -0.00707622 653 50 46.4438 0
r4-c6 immature+mature 6 0.0001 0.012489 -0.012389 653 50 46.4438 0.0176928
r4-c6 immature+mature 7 5e-05 0.0181455 -0.0180955 653 50 46.4438 0.00797446
r4-c6 immature+mature 8 0.00062 0.0257354 -0.0251154 653 50 46.4438 0.0894387
r4-c6 immature+mature 9 0.00081 0.0351937 -0.0343837 653 50 46.4438 0.105337
r4-c6 immature+mature 10 0.00145 0.0454546 -0.0440046 653 50 46.4438 0.172903
r4-c6 immature+mature 11 0.00137 0.0545093 -0.0531393 653 50 46.4438 0.151622
r4-c6 immature+mature 12 0.00881 0.0602655 -0.0514555 653 50 46.4438 1.02922
r4-c6 immature+mature 13 0.01888 0.0618646 -0.0429846 653 50 46.4438 2.39309
r4-c6 immature+mature 14 0.03631 0.0600983 -0.0237883 653 50 46.4438 5.16571
r4-c6 immature+mature 15 0.04732 0.0565118 -0.00919182 653 50 46.4438 7.19785
r4-c6 immature+mature 16 0.04981 0.052372 -0.00256203 653 50 46.4438 7.82396
r4-c6 immature+mature 17 0.056 0.04833 0.00766998 653 50 46.4438 9.1937
r4-c6 immature+mature 18 0.08944 0.0445785 0.0448615 653 50 46.4438 16.3333
r4-c6 immature+mature 19 0.05502 0.0410958 0.0139242 653 50 46.4438 9.41878
r4-c6 immature+mature 20 0.08654 0.037807 0.048733 653 50 46.4438 16.3712
r4-c6 immature+mature 21 0.0515 0.0346557 0.0168443 653 50 46.4438 9.12575
r4-c6 immature+mature 22 0.06569 0.0316199 0.0340701 653 50 46.4438 12.3937
r4-c6 immature+mature 23 0.09457 0.0287044 0.0658656 653 50 46.4438 19.3807
r4-c6 immature+mature 24 0.0565 0.0259274 0.0305726 653 50 46.4438 10.9247
r4-c6 immature+mature 25 0.04883 0.02331 0.02552 653 50 46.4438 9.47858
r4-c6 immature+mature 26 0.06818 0.0208697 0.0473103 653 50 46.4438 14.2576
r4-c6 immature+mature 27 0.03529 0.0186176 0.0166724 653 50 46.4438 6.91627
r4-c6 immature+mature 28 0.03928 0.0165579 0.0227221 653 50 46.4438 8.01857
r4-c6 immature+mature 29 0.0302 0.0146889 0.0155111 653 50 46.4438 6.13848
r4-c6 immature+mature 30 0.05696 0.109256 -0.0522956 653 50 46.4438 7.22203
r5-c4 immature+mature 1 0 0.00492138 -0.00492138 161 50 38.1517 0
r5-c4 immature+mature 2 0 0.000278516 -0.000278516 161 50 38.1517 0
r5-c4 immature+mature 3 0 0.000402274 -0.000402274 161 50 38.1517 0
r5-c4 immature+mature 4 0 0.00058739 -0.00058739 161 50 38.1517 0
r5-c4 immature+mature 5 0 0.000851059 -0.000851059 161 50 38.1517 0
r5-c4 immature+mature 6 0 0.00385597 -0.00385597 161 50 38.1517 0
r5-c4 immature+mature 7 0.00202 0.0068616 -0.0048416 161 50 38.1517 0.344157
r5-c4 immature+mature 8 0.00596 0.0111898 -0.00522978 161 50 38.1517 0.928761
r5-c4 immature+mature 9 0.01338 0.0174248 -0.00404479 161 50 38.1517 1.94698
r5-c4 immature+mature 10 0.00151 0.0255615 -0.0240515 161 50 38.1517 0.180636
r5-c4 immature+mature 11 0.01698 0.0347462 -0.0177662 161 50 38.1517 2.07086
r5-c4 immature+mature 12 0.01971 0.043405 -0.023695 161 50 38.1517 2.27515
r5-c4 immature+mature 13 0.04188 0.0500226 -0.00814261 161 50 38.1517 5.14159
r5-c4 immature+mature 14 0.03597 0.0539663 -0.0179963 161 50 38.1517 4.20531
r5-c4 immature+mature 15 0.06511 0.0555315 0.0095785 161 50 38.1517 8.36434
r5-c4 immature+mature 16 0.06064 0.0554037 0.00523631 161 50 38.1517 7.69437
r5-c4 immature+mature 17 0.05241 0.0541935 -0.00178355 161 50 38.1517 6.52172
r5-c4 immature+mature 18 0.09135 0.0522873 0.0390627 161 50 38.1517 12.7178
r5-c4 immature+mature 19 0.06642 0.0498918 0.0165282 161 50 38.1517 8.83548
r5-c4 immature+mature 20 0.08504 0.0471248 0.0379152 161 50 38.1517 12.0186
r5-c4 immature+mature 21 0.04282 0.0440793 -0.0012593 161 50 38.1517 5.48284
r5-c4 immature+mature 22 0.05115 0.0408496 0.0103004 161 50 38.1517 6.8893
r5-c4 immature+mature 23 0.08926 0.0375326 0.0517274 161 50 38.1517 13.5019
r5-c4 immature+mature 24 0.03875 0.0342196 0.00453039 161 50 38.1517 5.25905
r5-c4 immature+mature 25 0.04534 0.030989 0.014351 161 50 38.1517 6.46828
r5-c4 immature+mature 26 0.05272 0.0279017 0.0248183 161 50 38.1517 7.90243
r5-c4 immature+mature 27 0.02479 0.0250002 -0.00021023 161 50 38.1517 3.46689
r5-c4 immature+mature 28 0.0262 0.0223105 0.00388947 161 50 38.1517 3.80089
r5-c4 immature+mature 29 0.02238 0.0198448 0.00253524 161 50 38.1517 3.29218
r5-c4 immature+mature 30 0.04823 0.148766 -0.100536 161 50 38.1517 4.05672
r5-c5 immature+mature 1 0 0.00515898 -0.00515898 337 50 43.5401 0
r5-c5 immature+mature 2 0 0.000358967 -0.000358967 337 50 43.5401 0
r5-c5 immature+mature 3 0 0.000517884 -0.000517884 337 50 43.5401 0
r5-c5 immature+mature 4 0 0.000755459 -0.000755459 337 50 43.5401 0
r5-c5 immature+mature 5 0 0.0010928 -0.0010928 337 50 43.5401 0
r5-c5 immature+mature 6 0 0.00462571 -0.00462571 337 50 43.5401 0
r5-c5 immature+mature 7 0 0.00828714 -0.00828714 337 50 43.5401 0
r5-c5 immature+mature 8 1e-05 0.0134436 -0.0134336 337 50 43.5401 0.00162509
r5-c5 immature+mature 9 0.00109 0.0206829 -0.0195929 337 50 43.5401 0.158483
r5-c5 immature+mature 10 0.00069 0.0297994 -0.0291094 337 50 43.5401 0.0889384
r5-c5 immature+mature 11 0.00077 0.0395391 -0.0387691 337 50 43.5401 0.0898621
r5-c5 immature+mature 12 0.00506 0.0479484 -0.0428884 337 50 43.5401 0.578243
r5-c5 immature+mature 13 0.0149 0.0534881 -0.0385881 337 50 43.5401 1.79428
r5-c5 immature+mature 14 0.03382 0.0559148 -0.0220948 337 50 43.5401 4.5122
r5-c5 immature+mature 15 0.05667 0.05601 0.000660017 337 50 43.5401 8.27685
r5-c5 immature+mature 16 0.05398 0.0547459 -0.000765878 337 50 43.5401 7.86731
r5-c5 immature+mature 17 0.05637 0.052789 0.00358105 337 50 43.5401 8.37033
r5-c5 immature+mature 18 0.09563 0.0504598 0.0451702 337 50 43.5401 15.8629
r5-c5 immature+mature 19 0.06504 0.0478724 0.0171676 337 50 43.5401 10.1912
r5-c5 immature+mature 20 0.08374 0.0450653 0.0386747 337 50 43.5401 13.9606
r5-c5 immature+mature 21 0.04927 0.0420738 0.00719617 337 50 43.5401 7.628
r5-c5 immature+mature 22 0.064 0.0389532 0.0250468 337 50 43.5401 10.5738
r5-c5 immature+mature 23 0.09897 0.0357742 0.0631958 337 50 43.5401 18.0058
r5-c5 immature+mature 24 0.05595 0.0326117 0.0233383 337 50 43.5401 9.46998
r5-c5 immature+mature 25 0.05021 0.0295332 0.0206768 337 50 43.5401 8.57173
r5-c5 immature+mature 26 0.05985 0.0265932 0.0332568 337 50 43.5401 10.7714
r5-c5 immature+mature 27 0.03348 0.0238306 0.00964942 337 50 43.5401 5.70259
r5-c5 immature+mature 28 0.03597 0.0212693 0.0147007 337 50 43.5401 6.36264
r5-c5 immature+mature 29 0.02915 0.0189207 0.0102293 337 50 43.5401 5.17148
r5-c5 immature+mature 30 0.05539 0.141885 -0.0864946 337 50 43.5401 5.81424
r5-c6 immature+mature 1 0 0.0052657 -0.0052657 534 50 45.7192 0
r5-c6 immature+mature 2 0 0.000381495 -0.000381495 534 50 45.7192 0
r5-c6 immature+mature 3 0 0.000549937 -0.000549937 534 50 45.7192 0
r5-c6 immature+mature 4 0 0.000802215 -0.000802215 534 50 45.7192 0
r5-c6 immature+mature 5 0 0.00116043 -0.00116043 534 50 45.7192 0
r5-c6 immature+mature 6 0.00027 0.00451876 -0.00424876 534 50 45.7192 0.0596519
r5-c6 immature+mature 7 0 0.00825995 -0.00825995 534 50 45.7192 0
r5-c6 immature+mature 8 7e-05 0.0134497 -0.0133797 534 50 45.7192 0.0119508
r5-c6 immature+mature 9 0.00051 0.0206755 -0.0201655 534 50 45.7192 0.0774246
r5-c6 immature+mature 10 0.00059 0.0297442 -0.0291542 534 50 45.7192 0.0798387
r5-c6 immature+mature 11 0.00162 0.0394141 -0.0377941 534 50 45.7192 0.201104
r5-c6 immature+mature 12 0.00899 0.0477526 -0.0387626 534 50 45.7192 1.12997
r5-c6 immature+mature 13 0.01811 0.0532438 -0.0351338 534 50 45.7192 2.36552
r5-c6 immature+mature 14 0.03853 0.0556569 -0.0171269 534 50 45.7192 5.57306
r5-c6 immature+mature 15 0.05152 0.0557708 -0.00425083 534 50 45.7192 7.84404
r5-c6 immature+mature 16 0.05531 0.054547 0.000763047 534 50 45.7192 8.58809
r5-c6 immature+mature 17 0.05575 0.0526405 0.00310946 534 50 45.7192 8.75973
r5-c6 immature+mature 18 0.09232 0.0503641 0.0419559 534 50 45.7192 16.1297
r5-c6 immature+mature 19 0.05065 0.0478263 0.00282372 534 50 45.7192 8.04344
r5-c6 immature+mature 20 0.08755 0.0450627 0.0424873 534 50 45.7192 15.5894
r5-c6 immature+mature 21 0.04902 0.0421071 0.00691292 534 50 45.7192 8.02576
r5-c6 immature+mature 22 0.06644 0.0390139 0.0274261 534 50 45.7192 11.6926
r5-c6 immature+mature 23 0.09116 0.0358544 0.0553056 534 50 45.7192 17.3053
r5-c6 immature+mature 24 0.0516 0.032704 0.018896 534 50 45.7192 9.11765
r5-c6 immature+mature 25 0.0547 0.0296316 0.0250684 534 50 45.7192 10.0021
r5-c6 immature+mature 26 0.062 0.0266929 0.0353071 534 50 45.7192 11.8587
r5-c6 immature+mature 27 0.03959 0.0239281 0.0156619 534 50 45.7192 7.28142
r5-c6 immature+mature 28 0.03882 0.0213623 0.0174577 534 50 45.7192 7.32185
r5-c6 immature+mature 29 0.02927 0.0190077 0.0102623 534 50 45.7192 5.48067
r5-c6 immature+mature 30 0.05559 0.142611 -0.0870215 534 50 45.7192 6.19703
r5-c7 immature+mature 1 0 0.00585363 -0.00585363 230 50 41.0714 0
r5-c7 immature+mature 2 0 0.000347436 -0.000347436 230 50 41.0714 0
r5-c7 immature+mature 3 0 0.000500382 -0.000500382 230 50 41.0714 0
r5-c7 immature+mature 4 0 0.000729926 -0.000729926 230 50 41.0714 0
r5-c7 immature+mature 5 0 0.00105586 -0.00105586 230 50 41.0714 0
r5-c7 immature+mature 6 0.0004 0.00410212 -0.00370212 230 50 41.0714 0.0810329
r5-c7 immature+mature 7 0 0.00779655 -0.00779655 230 50 41.0714 0
r5-c7 immature+mature 8 9e-05 0.0128625 -0.0127725 230 50 41.0714 0.0139698
r5-c7 immature+mature 9 0 0.0198894 -0.0198894 230 50 41.0714 0
r5-c7 immature+mature 10 0 0.0287442 -0.0287442 230 50 41.0714 0
r5-c7 immature+mature 11 0.00095 0.0382687 -0.0373187 230 50 41.0714 0.106027
r5-c7 immature+mature 12 0.00993 0.0466065 -0.0366765 230 50 41.0714 1.13038
r5-c7 immature+mature 13 0.01887 0.0522585 -0.0333885 230 50 41.0714 2.20953
r5-c7 immature+mature 14 0.03454 0.0549388 -0.0203988 230 50 41.0714 4.34524
r5-c7 immature+mature 15 0.04689 0.0553468 -0.00845679 230 50 41.0714 6.19945
r5-c7 immature+mature 16 0.06061 0.0543878 0.00622219 230 50 41.0714 8.43723
r5-c7 immature+mature 17 0.0718 0.0526951 0.0191049 230 50 41.0714 10.4074
r5-c7 immature+mature 18 0.10087 0.0505802 0.0502898 230 50 41.0714 15.7586
r5-c7 immature+mature 19 0.05321 0.0481589 0.00505108 230 50 41.0714 7.49977
r5-c7 immature+mature 20 0.09614 0.0454744 0.0506656 230 50 41.0714 15.3045
r5-c7 immature+mature 21 0.03586 0.0425673 -0.00670735 230 50 41.0714 4.91496
r5-c7 immature+mature 22 0.05707 0.0394981 0.0175719 230 50 41.0714 8.60738
r5-c7 immature+mature 23 0.09 0.036343 0.053657 230 50 41.0714 14.984
r5-c7 immature+mature 24 0.05586 0.0331823 0.0226777 230 50 41.0714 8.79477
r5-c7 immature+mature 25 0.05832 0.0300891 0.0282309 230 50 41.0714 9.47939
r5-c7 immature+mature 26 0.05914 0.0271227 0.0320173 230 50 41.0714 9.88566
r5-c7 immature+mature 27 0.0331 0.0243261 0.00877392 230 50 41.0714 5.24287
r5-c7 immature+mature 28 0.03797 0.0217267 0.0162433 230 50 41.0714 6.29896
r5-c7 immature+mature 29 0.02917 0.0193384 0.00983155 230 50 41.0714 4.823
r5-c7 immature+mature 30 0.0492 0.145209 -0.0960085 230 50 41.0714 4.61149
*end

[CAA-2004]
report.type: observation
label: CAA-2004
type: proportions_at_age
year: 2004
time_step: one
min_age: 1
max_age: 30
age_plus_group: true
area category age observed expected residual errorvalue processerror totalerror score
r1-c5 immature+mature 1 0 0.00131979 -0.00131979 208 50 40.3101 0
r1-c5 immature+mature 2 0 0.00688702 -0.00688702 208 50 40.3101 0
r1-c5 immature+mature 3 0 0.0102293 -0.0102293 208 50 40.3101 0
r1-c5 immature+mature 4 0 0.0150154 -0.0150154 208 50 40.3101 0
r1-c5 immature+mature 5 0 0.0218509 -0.0218509 208 50 40.3101 0
r1-c5 immature+mature 6 0.02887 0.0292822 -0.000412184 208 50 40.3101 4.18654
r1-c5 immature+mature 7 0.07835 0.0404686 0.0378814 208 50 40.3101 12.1235
r1-c5 immature+mature 8 0.07886 0.0544908 0.0243692 208 50 40.3101 11.2705
r1-c5 immature+mature 9 0.09822 0.0703626 0.0278574 208 50 40.3101 13.6251
r1-c5 immature+mature 10 0.16913 0.085731 0.083399 208 50 40.3101 24.9076
r1-c5 immature+mature 11 0.11421 0.0969921 0.0172179 208 50 40.3101 14.8674
r1-c5 immature+mature 12 0.07395 0.100725 -0.0267745 208 50 40.3101 8.61018
r1-c5 immature+mature 13 0.07265 0.0957787 -0.0231287 208 50 40.3101 8.5722
r1-c5 immature+mature 14 0.07626 0.0840576 -0.0077976 208 50 40.3101 9.49766
r1-c5 immature+mature 15 0.04033 0.0691499 -0.0288199 208 50 40.3101 4.71991
r1-c5 immature+mature 16 0.05036 0.0543041 -0.00394414 208 50 40.3101 6.63477
r1-c5 immature+mature 17 0.03 0.041395 -0.011395 208 50 40.3101 3.95317
r1-c5 immature+mature 18 0.01132 0.0310202 -0.0197002 208 50 40.3101 1.46335
r1-c5 immature+mature 19 0.02392 0.023039 0.000880954 208 50 40.3101 3.62093
r1-c5 immature+mature 20 0.01034 0.0170365 -0.00669647 208 50 40.3101 1.5769
r1-c5 immature+mature 21 0.00614 0.0125736 -0.00643364 208 50 40.3101 0.985414
r1-c5 immature+mature 22 0.00724 0.00927794 -0.00203794 208 50 40.3101 1.25911
r1-c5 immature+mature 23 0.00603 0.00685637 -0.000826374 208 50 40.3101 1.11445
r1-c5 immature+mature 24 0.00344 0.0050844 -0.0016444 208 50 40.3101 0.667175
r1-c5 immature+mature 25 0.00647 0.00379159 0.00267841 208 50 40.3101 1.35333
r1-c5 immature+mature 26 0.00362 0.00284963 0.000770366 208 50 40.3101 0.787338
r1-c5 immature+mature 27 0.00345 0.00216286 0.00128714 208 50 40.3101 0.788025
r1-c5 immature+mature 28 0.00322 0.00166065 0.00155935 208 50 40.3101 0.76891
r1-c5 immature+mature 29 0.00038 0.00129146 -0.000911465 208 50 40.3101 0.0932437
r1-c5 immature+mature 30 0.00326 0.00531621 -0.00205621 208 50 40.3101 0.625713
r1-c6 immature+mature 1 0 0.00133706 -0.00133706 277 50 42.3547 0
r1-c6 immature+mature 2 0 0.00697553 -0.00697553 277 50 42.3547 0
r1-c6 immature+mature 3 0 0.0103497 -0.0103497 277 50 42.3547 0
r1-c6 immature+mature 4 0 0.0151893 -0.0151893 277 50 42.3547 0
r1-c6 immature+mature 5 0.00251 0.0220974 -0.0195874 277 50 42.3547 0.352769
r1-c6 immature+mature 6 0.03972 0.0295894 0.0101306 277 50 42.3547 6.34318
r1-c6 immature+mature 7 0.06046 0.0408794 0.0195806 277 50 42.3547 9.45572
r1-c6 immature+mature 8 0.06922 0.0549808 0.0142392 277 50 42.3547 10.2112
r1-c6 immature+mature 9 0.11181 0.0708736 0.0409364 277 50 42.3547 16.8777
r1-c6 immature+mature 10 0.16642 0.0861502 0.0802698 277 50 42.3547 25.9044
r1-c6 immature+mature 11 0.12487 0.0971796 0.0276904 277 50 42.3547 17.617
r1-c6 immature+mature 12 0.09876 0.100591 -0.00183094 277 50 42.3547 13.0642
r1-c6 immature+mature 13 0.05369 0.0953523 -0.0416623 277 50 42.3547 6.3047
r1-c6 immature+mature 14 0.06647 0.0834663 -0.0169963 277 50 42.3547 8.55602
r1-c6 immature+mature 15 0.04021 0.0685377 -0.0283277 277 50 42.3547 5.00218
r1-c6 immature+mature 16 0.05824 0.0537675 0.00447246 277 50 42.3547 8.37496
r1-c6 immature+mature 17 0.02694 0.0409728 -0.0140328 277 50 42.3547 3.7113
r1-c6 immature+mature 18 0.01466 0.0307129 -0.0160529 277 50 42.3547 2.05294
r1-c6 immature+mature 19 0.02228 0.0228298 -0.000549822 277 50 42.3547 3.54397
r1-c6 immature+mature 20 0.00706 0.0169044 -0.00984442 277 50 42.3547 1.11206
r1-c6 immature+mature 21 0.00614 0.0124992 -0.00635919 277 50 42.3547 1.0391
r1-c6 immature+mature 22 0.00595 0.00924481 -0.00329481 277 50 42.3547 1.08161
r1-c6 immature+mature 23 0.00369 0.00685174 -0.00316174 277 50 42.3547 0.707319
r1-c6 immature+mature 24 0.00301 0.00509854 -0.00208854 277 50 42.3547 0.611997
r1-c6 immature+mature 25 0.00495 0.00381737 0.00113263 277 50 42.3547 1.0793
r1-c6 immature+mature 26 0.00429 0.00288195 0.00140805 277 50 42.3547 0.982955
r1-c6 immature+mature 27 0.00109 0.00219816 -0.00110816 277 50 42.3547 0.257613
r1-c6 immature+mature 28 0.00233 0.00169656 0.000633436 277 50 42.3547 0.580222
r1-c6 immature+mature 29 0.00095 0.00132646 -0.000376465 277 50 42.3547 0.24466
r1-c6 immature+mature 30 0.00428 0.00564854 -0.00136854 277 50 42.3547 0.858622
r1-c7 immature+mature 1 0 0.00148689 -0.00148689 263 50 42.0128 0
r1-c7 immature+mature 2 0 0.00768792 -0.00768792 263 50 42.0128 0
